host,jobs,manifest
10.21.53.62,11,.aris/phase4_queue_20260521_phase4_solar4_nanfix/phase4_queue_manifest_10_21_53_62.json
10.21.53.82,11,.aris/phase4_queue_20260521_phase4_solar4_nanfix/phase4_queue_manifest_10_21_53_82.json
10.21.53.113,11,.aris/phase4_queue_20260521_phase4_solar4_nanfix/phase4_queue_manifest_10_21_53_113.json
10.21.53.142,11,.aris/phase4_queue_20260521_phase4_solar4_nanfix/phase4_queue_manifest_10_21_53_142.json
10.21.53.162,10,.aris/phase4_queue_20260521_phase4_solar4_nanfix/phase4_queue_manifest_10_21_53_162.json
