dataset,pred_len,seq_len,label_len,e_layers,d_layers,factor,test_sample_count,input_volatility,target_volatility,input_anomaly_density_intensity,target_anomaly_density_intensity,input_turbulence_score,target_turbulence_score,input_mean,target_mean,input_std,target_std,input_cv,target_cv,input_trend,target_trend,input_range,target_range,input_mean_abs_change,target_mean_abs_change,input_max_abs_change,target_max_abs_change,input_skewness,target_skewness,input_kurtosis,target_kurtosis,input_realized_volatility,target_realized_volatility,input_volatility_shock,target_volatility_shock,input_volatility_ratio_late_early,target_volatility_ratio_late_early,input_upside_volatility,target_upside_volatility,input_downside_volatility,target_downside_volatility,input_cumulative_change,target_cumulative_change,input_momentum,target_momentum,input_trend_consistency,target_trend_consistency,input_reversal_rate,target_reversal_rate,input_mean_crossing_rate,target_mean_crossing_rate,input_lag1_autocorr,target_lag1_autocorr,input_mean_reversion_strength,target_mean_reversion_strength,input_jump_intensity,target_jump_intensity,input_tail_ratio,target_tail_ratio,input_max_drawdown,target_max_drawdown,input_max_drawup,target_max_drawup,input_direction_entropy,target_direction_entropy,volatility_bin,anomaly_density_intensity_bin,turbulence_score_bin,mean_bin,std_bin,cv_bin,trend_bin,range_bin,mean_abs_change_bin,max_abs_change_bin,skewness_bin,kurtosis_bin,realized_volatility_bin,volatility_shock_bin,volatility_ratio_late_early_bin,upside_volatility_bin,downside_volatility_bin,cumulative_change_bin,momentum_bin,trend_consistency_bin,reversal_rate_bin,mean_crossing_rate_bin,lag1_autocorr_bin,mean_reversion_strength_bin,jump_intensity_bin,tail_ratio_bin,max_drawdown_bin,max_drawup_bin,direction_entropy_bin
Solar1,96,96,48,2,1,5,13940,1.369090321886902,1.37159167360209,0.017055407108785236,0.017116697548574027,1.0143362292694937,1.0142676992875765,9.372663197212706,9.352156756784233,13.006591681451082,13.005401163104203,1.4215041586375028,1.4246096914904873,0.07975445097330498,0.07953057690620642,37.12899525943327,37.136837826578166,1.0613221560922717,1.0581182037491474,8.338662108787636,8.313317881169269,1.0202824013911067,1.0242696896036616,-0.4375615313913914,-0.4300178845998418,2.0711836398371233,2.066935004524691,-0.06110166364362492,-0.06106878455657411,2110222.8664192907,2110222.8656273563,3.0426606406710786,3.041244727392055,3.044055521984324,3.0442767546192555,0.0,0.0,-6.513180790028672,-6.395161741032975,0.5427372691826984,0.5424928808868393,0.1752699180228738,0.1742793076249822,0.02351732991014041,0.02351732991014041,0.5395411923117921,0.5418950159249313,0.04050563802808415,0.03987737259826524,0.03891791890055082,0.0389481235369625,271182300.53373367,275232587.1217676,37.12899525943327,37.136837826578166,37.12899525943327,37.136837826578166,0.9161684450453385,0.9152621276222448,high,low,high,mid,high,high,up,high,high,high,high,mid,high,high,high,high,high,low,low,mid,low,low,high,low,high,high,high,high,high
Solar2,24,96,48,2,1,5,14012,1.3450083784741522,1.3499070203167933,0.026445216897143114,0.027086452594664384,1.0107611062294077,1.0126989679844898,18.061293620035183,18.046886151722685,25.120676961676047,25.143428500194485,1.4172322277144644,1.4190414037517347,0.23243209069862225,0.23216120015244276,73.0719599467599,73.18264123033825,2.068379359275508,2.073338111530718,18.49290287582076,18.61828387032547,1.0384214636957636,1.041123720848315,-0.35876325657808333,-0.3537779789656244,4.22263008838708,4.238953686455242,-0.03241273760013603,-0.029275155379520874,2.155688774498946,2.1601473143695933,4.393563490854613,4.410927980081635,4.179283953880188,4.194874209448194,-0.0006766814872966038,-0.0006339768769626046,-29.175575545746707,-29.01803951145468,0.5324432996439823,0.5324571890651137,0.43763434652574723,0.4378659466762344,0.021629580660185176,0.021629580660185176,0.48975294501381794,0.48799118337887226,0.035053483635537536,0.03493548884977261,0.03763015159938073,0.03787092266778828,1230.128097901168,1245.7839022542205,73.0517915139168,73.16250070525277,73.06141052908211,73.17183868105897,0.6818909104230845,0.6820326805814257,high,mid,high,high,high,high,up,high,high,high,high,high,high,high,high,high,high,low,low,low,high,low,mid,low,high,mid,high,high,low
Solar2,96,96,48,2,1,5,13940,1.3397733352137815,1.3471843828068923,0.02587866327781056,0.026817770898294176,1.0086708032028286,1.0114125787456747,18.044233565983355,18.016980374430645,25.07525115274585,25.10468108609059,1.4163526277879264,1.4192234027564947,0.2321218959461638,0.23158355061435096,72.94606184921089,73.09924368317787,2.065184295671675,2.0699965414626593,18.421611687804912,18.519443039239633,1.0374939403887289,1.0416849193250495,-0.3592498231350394,-0.3515260521640291,4.2135973994632145,4.229452753676198,-0.03336827708776272,-0.030351623310248644,2.1576015112988407,2.1609870270685625,4.383880209499603,4.397900410541329,4.1708273671648515,4.189656753096316,-0.0007072901721664286,-0.0006408642754662852,-29.22756115487826,-28.968600063307242,0.5324253466603708,0.532393186358596,0.43770446237118027,0.4377518135136228,0.021632560598050965,0.021632560598050965,0.4897731346871001,0.48943542597804623,0.035125797935973306,0.03500719370798635,0.03757985350751315,0.03782186815676181,1219.6300825716198,1242.0615728280145,72.92578924655682,73.07900334964145,72.9356941544834,73.0885594842897,0.68159652333407,0.6822006680930275,high,mid,high,high,high,high,up,high,high,high,high,high,high,high,high,high,high,low,low,low,high,low,mid,low,high,mid,high,high,low
Solar3,24,96,48,2,1,5,4047,1.238057204797485,1.2408536695373973,0.020911051668842214,0.021073708159690733,0.9883774541711803,0.990364672593933,5.795122882105972,5.785822511317554,7.3109702840965936,7.3147648125069695,1.2779406234354205,1.2808302959337288,0.009275230363945158,0.009035749551069778,22.30590646571536,22.382834813009655,0.9671460213959642,0.9796391738376686,7.939210893624914,8.090878930195215,0.9983506606864763,1.005168869158662,-0.28577862686252953,-0.26929067684839575,1.844211513813895,1.8734886786974712,-0.041301531093273156,-0.027636826595992342,1.4004264474187513,1.401754259937407,2.3493578182423684,2.3751597693433397,2.3914052282764655,2.4470904024894065,0.0,0.0,-1.6979380474425496,-1.6800923309859146,0.5375320219891405,0.5386759077179006,0.3289977926074033,0.32887630963730113,0.03809449494752458,0.038851390893839585,0.024850284367080755,0.024543110974466917,0.1988652704037668,0.2007572963107555,0.04379072217236927,0.044926066091841785,19.631151683836595,19.971763470392624,22.30590646571536,22.382834813009655,22.30590646571536,22.382834813009655,0.9902304465919477,0.989914622876924,mid,mid,high,mid,high,mid,down,high,high,high,mid,high,high,high,high,high,high,low,mid,mid,mid,mid,low,high,high,low,high,high,high
Solar3,96,96,48,2,1,5,3975,1.234203866828797,1.2387934650375585,0.02072129322874954,0.021190719240558948,0.9856298351162059,0.9883345903761097,5.784034063508269,5.772029739234817,7.292680522675862,7.296762179368207,1.277224582008971,1.280583152889425,0.009418698923567196,0.009243842253656485,22.245750365471718,22.319358701698135,0.9647201729970192,0.9766730739874195,7.909734055471704,8.040661765345918,0.9978250286750556,1.0052307796251552,-0.28465892372873514,-0.2673223118799015,1.8383769127774077,1.8663093132887354,-0.04320996767490403,-0.030769645708159356,1.4060953525344566,1.4046915094808927,2.351289238448355,2.3766161287425454,2.3701102668862153,2.4234622089302262,0.0,0.0,-1.7061845116981122,-1.6820417216981125,0.5370620774998295,0.5380191635506155,0.33194411980024424,0.33077366592289753,0.03783118172790477,0.03860178748758699,0.01755618481762181,0.02272131415550306,0.2003899582561847,0.20231625482111126,0.043725918570009806,0.04488182720953314,19.58833755733082,19.930962200044835,22.245750365471718,22.319358701698135,22.245750365471718,22.319358701698135,0.9904064665418378,0.9900403009638078,mid,mid,high,mid,high,mid,down,high,high,high,mid,high,high,high,high,high,high,mid,mid,mid,mid,mid,low,high,high,low,high,high,high
Solar4,24,96,48,2,1,5,14012,1.4428679715074546,1.4495860349390908,0.05491620577937849,0.05600872535610669,0.9139081650212094,0.9159699120282405,15.48786932666356,15.482624552095329,22.12671143099163,22.146132604728457,1.4914306476525394,1.4924806468305218,0.027486312187075434,0.02765889626991489,67.93230134884415,67.96829767342308,2.3363099245759265,2.3277699347927325,22.43533845989158,22.355323758207305,1.253701096396593,1.2547351823432262,0.36301357706891696,0.3639523645666912,4.803538492903319,4.787664092143088,-0.14541951760883778,-0.14597310063514465,1.2683564043198927,1.262984876890749,6.8235112901681125,6.815410856340526,7.124613117182417,7.095356195928175,0.0,0.0,-1.4504037967456425,-1.4295979874393332,0.5449050028947071,0.5445687206414873,0.3020130200016459,0.3006713185904153,0.028552969635048806,0.028549964691917357,0.13366331161340017,0.13890000613414122,0.11458841878455421,0.11337466495258386,0.03373912586204291,0.03373649653680289,721992027.5779638,726481656.3751192,67.93230134884415,67.96829767342308,67.93230134884415,67.96829767342308,0.9182074290570493,0.9178929855695953,high,high,mid,high,high,high,flat,high,high,high,high,high,high,low,mid,high,high,mid,mid,mid,mid,mid,mid,mid,mid,high,high,high,high
Solar4,96,96,48,2,1,5,13940,1.432068460838164,1.4459055866380566,0.05328855458143224,0.055405079994365475,0.9089320111116285,0.9143625899634739,15.440407236743889,15.473230100355792,22.04537113455798,22.124868144483237,1.491206880635456,1.4923914357943975,0.027264549848986536,0.027594236373709575,67.75872040889557,67.86855545193717,2.337335879332477,2.3274639031941393,22.472275071736068,22.36717392395988,1.254489635679369,1.252967679516765,0.36782734284056534,0.35397647114456754,4.806604216425104,4.7863630906948496,-0.14619784599333435,-0.14630596665897233,1.2697898099845653,1.2658031863736328,6.8256321361458845,6.81155803658204,7.128327958621083,7.096598268485571,0.0,0.0,-1.4578951219512155,-1.427630631276896,0.5450739491951326,0.544691468128326,0.3034437902627735,0.3012816726032209,0.028591708827304146,0.02853432001812194,0.1294378210748426,0.1362352818762976,0.1150715304544827,0.11379713924713622,0.03355999395907256,0.03363890357169811,720228141.3502461,727550353.4814837,67.75872040889557,67.86855545193717,67.75872040889557,67.86855545193717,0.9183295697551782,0.9178281806361911,high,high,mid,high,high,high,down,high,high,high,high,high,high,low,mid,high,high,mid,mid,mid,mid,low,mid,mid,mid,high,high,high,high
Solar5,24,96,48,2,1,5,14012,1.4327947883148384,1.439993279080063,0.048318147749210345,0.0495155874436444,0.9232534906183092,0.925997273436899,13.626072202249249,13.640929924647907,19.423484218360876,19.45467480082594,1.544738475085553,1.5452345921081774,0.023550923783315587,0.023711046933804075,60.29774157864696,60.313521624322085,2.205621918055201,2.1968108914163804,21.405147730516752,21.300735084213574,1.331980777235944,1.331248831658174,1.2457906384645439,1.2420034481464268,4.5826582536887335,4.563376701583319,-0.14038035931666926,-0.14148475118092965,22377.51870014317,22377.517050207087,6.45996913699545,6.446489381188255,6.818112109341862,6.7839616969326775,0.0,0.0,-1.2139012988866682,-1.2042713388524113,0.5444316498043458,0.5440646593564071,0.3212415624104417,0.31950322502432404,0.030716528689693687,0.03071652868969369,0.0753601211465802,0.08057666610035127,0.16211864159703265,0.16049894594969932,0.03592371951860791,0.035774223597818205,601279283.279489,604383493.8187891,60.29774157864696,60.313521624322085,60.29774157864696,60.313521624322085,0.9135310281830332,0.9132200235198042,high,mid,high,mid,high,high,down,high,high,high,high,high,high,low,high,high,high,mid,mid,mid,mid,mid,mid,high,high,high,high,high,high
Solar5,96,96,48,2,1,5,13940,1.423207900165878,1.4364857542497838,0.04683858800829364,0.048945783467276925,0.918659355406309,0.9242986211296204,13.586957761686978,13.62963038767335,19.360371058806116,19.434718773682473,1.5450075919647293,1.5456479905681806,0.023377156602768574,0.023679536300445853,60.170929340028785,60.24608500717368,2.207787631201389,2.1952971154572225,21.42340674318514,21.29384361549503,1.333492989943645,1.331824098561493,1.2558315445845993,1.2477982845222677,4.587525014643829,4.559821095357216,-0.14165418186842943,-0.14289638708564334,22493.093310742275,22493.090857547282,6.4650200576152415,6.44355320523893,6.824396596022145,6.777824481508261,0.0,0.0,-1.220171090387374,-1.2057137733142034,0.5445981512394552,0.5440835290011793,0.32277164795517277,0.31979764627265617,0.030766442648945756,0.030766442648945756,0.0714067437203721,0.07983137111366885,0.16284724652682475,0.16021267601749153,0.035864607717284405,0.03563278713282469,600540582.3036013,605664068.3979824,60.170929340028785,60.24608500717368,60.170929340028785,60.24608500717368,0.9136290153041943,0.9131408226855927,high,mid,high,mid,high,high,down,high,high,high,high,high,high,low,high,high,high,mid,mid,mid,mid,mid,mid,high,high,high,high,high,high
Solar6,24,96,48,2,1,5,14012,1.4470530243655113,1.4466118197684892,0.03668575556789339,0.036589884614906955,0.997590830507701,0.9974384263824144,5.538103676889835,5.541812371684831,7.765410566455711,7.772247249136656,1.4166637209854696,1.416895233066687,0.0448340455631242,0.04482667697564403,23.1579640892806,23.164492268055938,0.753861660514522,0.7531466448240611,6.353750872502184,6.348591895767956,1.114538540937472,1.1142270039883715,-0.09615310852526543,-0.09751109077136037,1.4909861280632979,1.4895454657986364,-0.11424427700252308,-0.11385565533874206,1.9518403903349353,1.949651199545975,2.168457539797423,2.1672393489556954,2.13524416515057,2.1337247921366327,0.0,0.0,-3.436827178253411,-3.4255928195251775,0.5342138276184956,0.5341859346156345,0.24466988760043737,0.2435112390542503,0.028855717655542488,0.02884144417566809,0.33484443546249804,0.33874536370364816,0.0684379484494689,0.06770479944548423,0.03458802229667795,0.03459290532926655,205952658.35074648,206782495.2950668,23.1579640892806,23.164492268055938,23.1579640892806,23.164492268055938,0.9210646017934229,0.9207917720267137,high,mid,high,mid,high,high,flat,high,mid,mid,high,high,mid,low,high,mid,mid,mid,low,low,mid,mid,mid,mid,mid,high,high,high,high
Solar6,96,96,48,2,1,5,13940,1.4491136177741681,1.4463828479493237,0.036875237232232586,0.0366968339969658,0.998747382531292,0.9969495745423579,5.542585202465546,5.539614370678737,7.770471139848597,7.769663747238166,1.4165148317883192,1.4170570084878658,0.044843020906904674,0.044772844900591906,23.17232430380199,23.15649165423241,0.7549910463898669,0.7514410517187198,6.363075837697317,6.342471851327158,1.1145842966989528,1.1149188948330886,-0.09559597827662798,-0.0948147532451653,1.4934335017313218,1.4866211989791935,-0.11395345046797904,-0.11574290214076599,1.9569757121741154,1.950076323454738,2.171156510345243,2.163289725149056,2.139086367963442,2.1304301936946914,0.0,0.0,-3.442240919604505,-3.4189648913907305,0.5342990247548102,0.5342016899277269,0.24519424998911543,0.2437438786328396,0.028896020539151874,0.028881673336856324,0.3329866284621598,0.33863844063636234,0.0686826932711818,0.0674351419065228,0.03463074831986702,0.03433663067280819,205961934.4704921,207366685.9757392,23.17232430380199,23.15649165423241,23.17232430380199,23.15649165423241,0.9211331100202745,0.9207080321587111,high,mid,high,mid,high,high,flat,high,mid,mid,high,high,mid,low,high,mid,mid,mid,low,mid,mid,mid,mid,low,mid,high,high,high,high
Solar7,24,96,48,2,1,5,14012,1.3699153238555428,1.377577289128713,0.03870443424769664,0.039463784969691065,0.9444322322334952,0.946085272230043,4.503403412997942,4.507202981654496,6.3186615051246555,6.327197868684112,1.3179178414030555,1.3184912311959085,0.03292748771425128,0.03294884305380555,19.89735266139734,19.907102924457575,0.8496004071840657,0.8473776547853696,7.997778591671409,7.967172645339693,1.083942198766066,1.0841401514225366,0.5017625529305348,0.5011826261872228,1.754556129068502,1.7496959713671356,-0.1956455079619765,-0.19625253591289368,1.7868152557495507,1.784300994928772,2.4483853787202614,2.4434238015812357,2.6934872929788907,2.6863530237774866,0.0,0.0,-2.870455924065085,-2.861594127033968,0.49071057747189073,0.49070635797078754,0.29013884501734605,0.28901234235985757,0.028855717655542554,0.028838439232536716,0.09196010125555613,0.09689795903695936,0.11289585916604099,0.11192428719577942,0.03540949862523833,0.0352799104526945,285013503.3355688,285946139.397044,19.89735266139734,19.907102924457575,19.89735266139734,19.907102924457575,0.822395376724586,0.8221231332904154,high,mid,high,low,mid,mid,flat,mid,mid,high,high,high,high,low,high,high,high,mid,mid,low,mid,mid,mid,mid,high,high,mid,mid,mid
Solar7,96,96,48,2,1,5,13940,1.3604275605064244,1.3723018142018553,0.037955416482988266,0.039029744714940084,0.9416174012453713,0.9441352029507492,4.493697229119595,4.501110570906944,6.305488822637419,6.318456071849789,1.3175438010921265,1.3179774954013517,0.03281659676391962,0.032889782099602465,19.879590350035837,19.893411920050184,0.8514364645254076,0.8478928787608526,8.026379458428966,7.971823753120499,1.084946361339553,1.0841463778473066,0.5093301490772496,0.5057878201471063,1.7590925720468304,1.7510800345583881,-0.19564114917775463,-0.1967961838550054,1.7907134279427006,1.7857353856501141,2.454405979752499,2.446262042048052,2.700398766674706,2.688182033813246,0.0,0.0,-2.8676330278335707,-2.8534390895265394,0.4905396216514956,0.4905178123538885,0.2913854592009399,0.2895090957535768,0.028896020539151947,0.02882428452767419,0.08751396705236468,0.09498421803449353,0.11337022877768162,0.11229584041012666,0.035565204258853546,0.03532621007324606,285409882.9797697,286845275.6361998,19.879590350035837,19.893411920050184,19.879590350035837,19.893411920050184,0.8219775302535497,0.8215702954596633,high,mid,high,low,mid,mid,flat,mid,mid,high,high,high,high,low,high,high,high,mid,mid,low,mid,mid,mid,mid,high,high,mid,mid,mid
Solar8,24,96,48,2,1,5,13858,1.2596622500813077,1.2575452686117319,0.026598604137825665,0.02618472744378215,0.9219211802493934,0.9190190215838951,4.3194866082166765,4.2995928006386235,5.825330349004774,5.802520749296335,1.367746251263197,1.3686828814344858,0.005802789500974381,0.005774221689166893,16.756417592726148,16.700317145331145,0.5193480262208428,0.5172373320369777,3.2722683648434203,3.2655466156732653,0.9412455216901241,0.9427889804440948,-0.742768649311797,-0.739055347897788,0.9253733501837655,0.9221758269347541,-0.10141705628587952,-0.10366732373934448,1.1363166831011513,1.1365557166990181,1.3098396178542393,1.3058634323471965,1.3206736742669065,1.3171215819051643,0.0,0.0,-0.23036296723914024,-0.2247236253427627,0.5335269175801011,0.533563046711778,0.3497252655576716,0.3500873954628827,0.0217818322686489,0.0217818322686489,0.0544223221297633,0.05477172196803125,0.05973142327501926,0.05946899588018812,0.04075548229789365,0.04050595893688614,112578998.65780291,113059558.56875494,16.756417592726148,16.700317145331145,16.756417592726148,16.700317145331145,0.9376060437517856,0.9372316355646949,mid,mid,mid,low,mid,mid,down,mid,mid,mid,mid,low,mid,low,mid,mid,mid,mid,high,low,mid,low,mid,low,high,high,mid,mid,high
Solar8,96,96,48,2,1,5,13786,1.2603016268169953,1.2573043449753318,0.026737520393296684,0.026202977715028324,0.9232996539959992,0.9192054073897923,4.331902231732678,4.303410030254125,5.840942999733031,5.808278837828228,1.3672782287697696,1.3687496662849015,0.005809956823742211,0.005769079408352535,16.797501450747056,16.713812926156898,0.5207333068635622,0.5177614055449095,3.277607355287982,3.2676755404033164,0.9405527822768619,0.9426092921569181,-0.7444878260627067,-0.740089645030933,0.9276144219286024,0.9231304706396654,-0.10033109799884725,-0.10342499303669052,1.1359658822509398,1.135938002803175,1.3131274726802862,1.3076960281755754,1.3232158516480106,1.3180763052436062,0.0,0.0,-0.23156608153198935,-0.22361236036558862,0.53351094425385,0.5334439929943673,0.34946269622067405,0.35004145536653986,0.02178564065756944,0.02178564065756944,0.05422838785677125,0.05493144231793123,0.05993343060144588,0.0596325508589106,0.04088587201356063,0.0405571632548657,112628504.52631892,113347378.66193862,16.797501450747056,16.713812926156898,16.797501450747056,16.713812926156898,0.9378357487001393,0.9372506857235138,mid,mid,mid,low,mid,high,down,mid,mid,mid,mid,low,mid,low,mid,mid,mid,mid,high,low,mid,low,mid,low,high,high,mid,mid,high
