dataset,pred_len,activation,activation_family,amplitude,lee_type,baseline_activation,factor,source_host,sample_count,seed_count,relative_target_mse_change_mean_low,relative_target_mse_change_mean_high,relative_target_mse_change_mean_high_minus_low,aggregate_relative_target_mse_change_low,aggregate_relative_target_mse_change_high,aggregate_relative_target_mse_change_high_minus_low,target_win_rate_low,target_win_rate_high,target_win_rate_high_minus_low,relative_all_mse_change_mean_low,relative_all_mse_change_mean_high,relative_all_mse_change_mean_high_minus_low,aggregate_relative_all_mse_change_low,aggregate_relative_all_mse_change_high,aggregate_relative_all_mse_change_high_minus_low,all_win_rate_low,all_win_rate_high,all_win_rate_high_minus_low
ETTh2,168,lee,lee_oc,0.0,3,gelu,volatility,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,anomaly_density_intensity,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,cv,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,kurtosis,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,max_abs_change,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,mean,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,mean_abs_change,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,range,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,skewness,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,turbulence_score,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh,bounded_sign,0.0,1,gelu,volatility,10.21.53.113,8112,3,,,,,,,,,,,,,,,,,,
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,anomaly_density_intensity,10.21.53.113,8112,3,0.0124644049847168,-0.0142328512702207,-0.026697256254937497,0.0210289172828197,-0.0220832172781229,-0.043112134560942594,0.5950704225352113,0.4450848543067563,-0.14998556822845494,0.0109179495208189,-0.0211790884614066,-0.0320970379822255,0.012020637281239,-0.0179379153996706,-0.0299585526809096,0.6232394366197183,0.4444444444444444,-0.17879499217527384
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,cv,10.21.53.113,8112,3,-0.0190307724903106,-0.0113010612155008,0.007729711274809798,-0.02067856118083,-0.0161447413265705,0.004533819854259498,0.4580952380952381,0.476962186209088,0.01886694811384987,-0.0136629840221493,-0.0204194019013362,-0.006756417879186901,-0.0078361220657825,-0.0156068429350852,-0.007770720869302699,0.5223809523809524,0.4524944391483953,-0.06988651323255707
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,kurtosis,10.21.53.113,8112,3,-0.0172483195467213,-0.0261859358316542,-0.008937616284932899,-0.0221485458314418,-0.0257231649011373,-0.0035746190696955005,0.4356829948227798,0.4694444444444444,0.03376144962166461,-0.0183684987037282,-0.0114667897981437,0.006901708905584501,-0.013037446886301,-0.0076852473430335,0.005352199543267501,0.4472321784149741,0.5763888888888888,0.12915671047391475
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,max_abs_change,10.21.53.113,8112,3,-0.0062878596918509,-0.0117532040968028,-0.0054653444049519,-0.0101007428020238,-0.0151268793269991,-0.005026136524975302,0.6133603238866396,0.4600176522506619,-0.15334267163597776,-0.0021846002048692,-0.0198950442645156,-0.0177104440596464,0.0004307506897021,-0.0140797402709722,-0.0145104909606743,0.5840080971659919,0.4594880847308031,-0.12452001243518879
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,mean,10.21.53.113,8112,3,-0.0076348445984052,-0.02148578808032,-0.013850943481914799,-0.0130999507382512,-0.0246967431157827,-0.011596792377531499,0.6418732782369146,0.4254134323320958,-0.21645984590481887,-0.0205980852852784,-0.0175688289784414,0.0030292563068370013,-0.0209322161972522,-0.0125358644872903,0.0083963517099619,0.5619834710743802,0.4691191360107998,-0.09286433506358038
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,mean_abs_change,10.21.53.113,8112,3,0.0004747213843554,-0.0113873648313884,-0.0118620862157438,-0.003469159360975,-0.0147939594462513,-0.0113248000852763,0.6323024054982818,0.4658594012781702,-0.16644300422011155,-0.0039823190405203,-0.019554029470518,-0.0155717104299977,-0.0015564244240522,-0.0137569205835461,-0.012200496159493899,0.5589919816723941,0.4636730575176589,-0.09531892415473514
