dataset,pred_len,activation,amplitude,lee_type,baseline_activation,factor,sample_count,seed_count,relative_target_mse_change_mean_end_minus_start,target_win_rate_end_minus_start,aggregate_relative_target_mse_change_end_minus_start,relative_target_mse_change_spearman,target_win_spearman,factor_conditioned,aggregate_factor_conditioned,source_host
ETTh1,168,tanh,0.0,1,gelu,turbulence_score,16176,3,,,,,,False,False,10.21.53.62
ETTh1,168,tanh,0.0,1,gelu,volatility,16176,3,,,,,,False,False,10.21.53.62
ETTh1,168,tanh_sin,0.01,1,tanh,turbulence_score,16176,3,0.0284201267300125,0.104557384384114,0.0177328083664178,0.0357548544893841,0.0207911321099741,False,False,10.21.53.62
ETTh1,168,tanh_sin,0.01,1,tanh,volatility,16176,3,0.0027571768493259,-0.0146169843831344,0.0103033299092203,-0.0292646709538935,-0.0249919571547072,False,False,10.21.53.62
ETTh1,336,lee,0.0,1,tanh,turbulence_score,5088,2,-0.0253704992878122,-0.0514580722395765,-0.0177047662436962,-0.0977727817577959,-0.0580257019220268,False,False,10.21.53.62
ETTh1,336,lee,0.0,1,tanh,volatility,5088,2,0.0254564337305711,0.0262225770065914,0.0291752852499485,0.0375100256498855,0.0258085748231759,False,False,10.21.53.62
ETTh1,336,lee,0.0,3,tanh,turbulence_score,5088,2,-0.0019674658040382,0.0004512635379061,-0.0472763776779174,-0.2452900828541931,-0.0031146042638796,True,True,10.21.53.62
ETTh1,336,lee,0.0,3,tanh,volatility,5088,2,0.2650026953106477,0.0013888888888888,0.2553820013999939,0.6445990761864192,0.0194759236536052,True,True,10.21.53.62
ETTh1,336,tanh,0.0,1,gelu,turbulence_score,5088,2,,,,,,False,False,10.21.53.62
ETTh1,336,tanh,0.0,1,gelu,volatility,5088,2,,,,,,False,False,10.21.53.62
ETTh1,336,tanh_sin,0.01,1,tanh,turbulence_score,5088,2,-0.0545252380242264,-0.1455430126634369,-0.0685856426134705,-0.226468154955637,-0.1658286543068099,True,True,10.21.53.62
ETTh1,336,tanh_sin,0.01,1,tanh,volatility,5088,2,0.1312430592877734,0.2698406851793257,0.1366580836474895,0.2715168605696135,0.2240131798014131,True,True,10.21.53.62
ETTh2,168,lee,0.0,1,tanh,turbulence_score,8112,3,0.0338560234943334,0.0431247415725446,0.0190241299569606,0.0720470052720599,0.048223412710288,False,False,10.21.53.62
ETTh2,168,lee,0.0,1,tanh,volatility,8112,3,-0.0068494286040528,0.0701978571987174,-0.0006322748959064,-0.005775566938822,0.0433023615432755,False,False,10.21.53.62
ETTh2,168,lee,0.0,3,tanh,turbulence_score,8112,3,0.0440364379138094,0.0121800940131879,0.0661289691925048,0.0992870161674378,-0.0214930220815062,False,True,10.21.53.62
ETTh2,168,lee,0.0,3,tanh,volatility,8112,3,0.113851645879144,0.0169964286645291,0.1017252206802368,0.2687199040431851,0.0638166794434922,True,True,10.21.53.62
ETTh2,168,tanh,0.0,1,gelu,turbulence_score,16176,3,,,,,,False,False,10.21.53.62
ETTh2,168,tanh,0.0,1,gelu,volatility,16176,3,,,,,,False,False,10.21.53.62
ETTh2,168,tanh_sin,0.01,1,tanh,turbulence_score,16176,3,-0.0303902286717162,-0.0017253207388335,-0.0221583843231201,-0.0750373617441194,0.0045325048917476,False,False,10.21.53.62
ETTh2,168,tanh_sin,0.01,1,tanh,volatility,16176,3,-0.0147251558680532,0.0057744947415686,-0.009675420820713,-0.0493432706863018,0.0146312973506734,False,False,10.21.53.62
ETTh2,336,lee,0.0,1,tanh,turbulence_score,2544,1,0.0297720580464245,0.1028735942906574,0.0115701332688331,0.0805031691568701,0.0908692848055995,False,False,10.21.53.62
ETTh2,336,lee,0.0,1,tanh,volatility,2544,1,-0.0931741220021157,-0.1246656760772659,-0.0917866937816143,-0.296215822291402,-0.2113434261792739,True,True,10.21.53.62
ETTh2,336,lee,0.0,3,tanh,turbulence_score,2544,1,-0.0680463167757047,-0.025390625,-0.0542137920856475,-0.2752213946390874,-0.1459287371261803,True,False,10.21.53.62
ETTh2,336,lee,0.0,3,tanh,volatility,2544,1,0.0147908035217667,0.0,0.006765604019165,0.0324693068142806,-0.050134344687481,True,False,10.21.53.62
ETTh2,336,tanh,0.0,1,gelu,turbulence_score,5088,2,,,,,,False,False,10.21.53.62
ETTh2,336,tanh,0.0,1,gelu,volatility,5088,2,,,,,,False,False,10.21.53.62
ETTh2,336,tanh_sin,0.01,1,tanh,turbulence_score,5088,2,0.0440292979639133,-0.0141258019752018,0.0566543713212013,0.1166675891127804,-0.0463034357075544,True,False,10.21.53.62
ETTh2,336,tanh_sin,0.01,1,tanh,volatility,5088,2,0.0057363104678382,-0.0543231703876464,0.0091893970966339,-0.0167127537574336,-0.0694110914336555,False,False,10.21.53.62
ETTh1,168,tanh,0.0,1,gelu,turbulence_score,8064,3,,,,,,False,False,10.21.53.82
ETTh1,168,tanh,0.0,1,gelu,volatility,8064,3,,,,,,False,False,10.21.53.82
ETTh1,168,tanh_cos,0.01,1,tanh,turbulence_score,8064,3,0.0242781003564329,-0.0039305835578753,0.0145366452634334,0.1135684344903842,0.1239945765554109,True,False,10.21.53.82
ETTh1,168,tanh_cos,0.01,1,tanh,volatility,8064,3,-0.0313196293415191,-0.1108633098846799,-0.0248358212411403,-0.1126609692953607,-0.1153537276356878,True,False,10.21.53.82
ETTh1,168,tanh_cos,0.1,1,tanh,turbulence_score,8064,3,0.0455555358962505,0.1219284857392298,0.0510236769914627,0.0858126586637065,0.0651836728779265,False,False,10.21.53.82
ETTh1,168,tanh_cos,0.1,1,tanh,volatility,8064,3,-0.0316821022456771,0.0360019121378218,-0.0329915955662727,-0.0332079338507008,0.0321202357318602,True,False,10.21.53.82
ETTh1,168,tanh_rand,0.01,1,tanh,turbulence_score,8064,3,0.0134765384631609,-0.047283827325658,0.000611126422882,0.070893443813392,0.0699490580350519,False,False,10.21.53.82
ETTh1,168,tanh_rand,0.01,1,tanh,volatility,8064,3,-0.0167877778540327,-0.1124386507038294,-0.0210677646100521,-0.0857718252922716,-0.1222606412134341,False,False,10.21.53.82
ETTh1,168,tanh_rand,0.1,1,tanh,turbulence_score,8064,3,0.0602619213927864,0.1294303857097096,0.054527461528778,0.1046408313193114,0.0897663524968271,True,False,10.21.53.82
ETTh1,168,tanh_rand,0.1,1,tanh,volatility,8064,3,0.0292280825363603,0.0432015548602327,0.0176165252923965,0.0940542851908882,0.0645250518001915,True,True,10.21.53.82
ETTh1,168,tanh_sin,0.01,1,tanh,turbulence_score,8064,3,0.037385281253006,0.1844671465056884,0.0439164713025093,0.2682803516668042,0.2226069342141738,True,False,10.21.53.82
ETTh1,168,tanh_sin,0.01,1,tanh,volatility,8064,3,-0.0650462805723978,-0.3403030311378522,-0.0679196994751691,-0.3566161357744341,-0.2933121602790684,True,True,10.21.53.82
ETTh1,168,tanh_sin,0.1,1,tanh,turbulence_score,8064,3,0.0347249437677789,0.1187264817590075,0.0496763046830892,0.146927293498497,0.134490373366196,True,False,10.21.53.82
ETTh1,168,tanh_sin,0.1,1,tanh,volatility,8064,3,-0.0276324890868536,-0.1066200516589621,-0.0378032624721527,-0.0925410119920461,-0.0777889072590842,False,False,10.21.53.82
ETTh2,168,tanh,0.0,1,gelu,turbulence_score,8064,3,,,,,,False,False,10.21.53.82
ETTh2,168,tanh,0.0,1,gelu,volatility,8064,3,,,,,,False,False,10.21.53.82
ETTh2,168,tanh_cos,0.01,1,tanh,turbulence_score,8064,3,-0.0097725644491658,0.0266709473358779,-0.0084391646087169,-0.0623406868661488,0.0393799956815767,False,False,10.21.53.82
ETTh2,168,tanh_cos,0.01,1,tanh,volatility,8064,3,-0.0150486491657692,-0.0410867962557331,-0.0122041292488574,-0.1247942044723925,-0.074690676647183,True,False,10.21.53.82
ETTh2,168,tanh_cos,0.1,1,tanh,turbulence_score,8064,3,0.0202095712650542,0.1012714468068839,0.0251001603901386,0.1403640799448491,0.0672748073326922,True,False,10.21.53.82
ETTh2,168,tanh_cos,0.1,1,tanh,volatility,8064,3,-0.0011077772569703,-0.1075963798971288,0.0101007707417011,-0.0352212253680742,-0.1619293328055644,False,False,10.21.53.82
ETTh2,168,tanh_rand,0.01,1,tanh,turbulence_score,8064,3,-0.0030754993568179,0.0671497996697371,0.0014401245862245,-0.0396556025302587,0.0920704513707807,False,False,10.21.53.82
ETTh2,168,tanh_rand,0.01,1,tanh,volatility,8064,3,-0.0062994554043963,0.1046835673714536,-0.0005066487938165,-0.0861909798127843,0.1087398333646045,False,False,10.21.53.82
ETTh2,168,tanh_rand,0.1,1,tanh,turbulence_score,8064,3,0.0055610807548055,-0.0407693297491139,0.0123629951849579,0.0264216104127687,-0.0304836489424676,False,False,10.21.53.82
ETTh2,168,tanh_rand,0.1,1,tanh,volatility,8064,3,0.0008101632139772,-0.0796171124866496,0.0080260299146175,-0.0216759980969728,-0.0784380350092721,False,False,10.21.53.82
ETTh2,168,tanh_sin,0.01,1,tanh,turbulence_score,8064,3,0.0040603377342093,0.0309774647392548,0.0014756703749299,0.0234988508215302,-0.0046184620063632,False,False,10.21.53.82
ETTh2,168,tanh_sin,0.01,1,tanh,volatility,8064,3,-0.0042097339527769,-0.0298523302627198,-0.0009885653853416,-0.0582838464453056,-0.0425261736283345,False,False,10.21.53.82
ETTh2,168,tanh_sin,0.1,1,tanh,turbulence_score,8064,3,-0.002287378278471,0.0756071171376881,-0.001462172716856,0.0657124139998106,0.1435579939858014,False,False,10.21.53.82
ETTh2,168,tanh_sin,0.1,1,tanh,volatility,8064,3,0.0013319847274445,0.0741513025258546,0.0013401582837104,0.0152209814772335,0.0456267546694803,False,False,10.21.53.82
