host,jobs,manifest
10.21.53.82,16,.aris/phase5_oracle_queue_20260601/phase4_queue_manifest_10_21_53_82.json
10.21.53.113,16,.aris/phase5_oracle_queue_20260601/phase4_queue_manifest_10_21_53_113.json
10.21.53.142,16,.aris/phase5_oracle_queue_20260601/phase4_queue_manifest_10_21_53_142.json
10.21.53.162,15,.aris/phase5_oracle_queue_20260601/phase4_queue_manifest_10_21_53_162.json
