action,target,mean_policy_uplift,fire_rate,precision_if_fire,always_fire_mean_uplift,positive_rate,features_used
regime_tanh_vs_gelu,gain_tanh_all_vs_gelu,-0.07693779202135874,0.3333333333333333,0.3333333333333333,-0.11901814782161968,0.4444444444444444,router_time_robust_scale_ratio;abstain
regime_softsign_vs_gelu,gain_softsign_all_vs_gelu,-0.08833891856737391,0.3333333333333333,0.0,-0.12714663915101776,0.3333333333333333,router_time_robust_scale_ratio;abstain
regime_tanh_sin_vs_gelu,gain_tanh_sin001_all_vs_gelu,-0.06954466071719834,0.3333333333333333,0.3333333333333333,-0.11119379614786123,0.4444444444444444,router_time_robust_scale_ratio;abstain
placement_encoder_tanh_vs_gelu,gain_enc_tanh_dec_gelu_vs_gelu,-0.06883745866659148,0.3333333333333333,0.0,-0.12351031609224163,0.3333333333333333,router_time_robust_scale_ratio;abstain
placement_decoder_tanh_vs_gelu,gain_enc_gelu_dec_tanh_vs_gelu,-0.012060701505883394,0.3333333333333333,0.6666666666666666,-0.004085260911053611,0.8888888888888888,router_time_robust_scale_ratio;router_time_late_early_level_shift
placement_output_tanh_vs_tanh,gain_outtanh_vs_tanh,-0.045742139333577986,0.6666666666666666,0.16666666666666666,-0.04678131897505056,0.3333333333333333,router_time_robust_scale_ratio;router_time_late_early_level_shift;abstain
placement_all_tanh_vs_best_split,gain_alltanh_vs_best_split,-0.0693607232837386,0.6666666666666666,0.5,-0.12849767731878436,0.3333333333333333,router_time_robust_scale_ratio;router_freq_dominant_period_to_horizon_ratio
oracle_gain_vs_gelu,oracle_gain_vs_gelu,0.016820551944643432,0.6666666666666666,1.0,0.024035504463226345,1.0,router_freq_seasonal_peak_strength;router_time_local_roughness_ratio
