cell_count,mean_gain_vs_baseline,mean_gain_vs_train_static,positive_vs_train_static_rate,mean_regret_vs_oracle,config_hit_rate,action_hit_rate,dynamic_use_rate,eval_name,feature_set,target_kind,abstain,variant,top_features
57,0.08452507676621561,0.013530168724464522,0.3684210526315789,0.022282342613191775,0.3508771929824561,0.7368421052631579,0.5614035087719298,leave_cell,data_only,config,True,data_only:config:abstain,input_volatility;input_anomaly_density_intensity;input_turbulence_score;input_mean;input_std;input_cv
57,0.08452507676621561,0.013530168724464522,0.3684210526315789,0.022282342613191775,0.3508771929824561,0.7368421052631579,0.5614035087719298,leave_cell,statistical_only,config,True,statistical_only:config:abstain,input_volatility;input_anomaly_density_intensity;input_turbulence_score;input_mean;input_std;input_cv
57,0.06862435634252521,-0.006333467047892199,0.22807017543859648,0.045911427120416126,0.3333333333333333,0.7368421052631579,0.3684210526315789,leave_cell,frequency_only,config,True,frequency_only:config:abstain,input_spectral_entropy;input_dominant_frequency_energy_ratio;input_top3_frequency_energy_ratio;input_low_freq_energy_ratio;input_mid_freq_energy_ratio;input_high_freq_energy_ratio
57,0.07611156706013743,0.001974256535080686,0.24561403508771928,0.034099241971315954,0.2631578947368421,0.6666666666666666,0.42105263157894735,leave_dataset,data_only,config,True,data_only:config:abstain,input_volatility;input_anomaly_density_intensity;input_turbulence_score;input_mean;input_std;input_cv
57,0.07611156706013743,0.001974256535080686,0.24561403508771928,0.034099241971315954,0.2631578947368421,0.6666666666666666,0.42105263157894735,leave_dataset,statistical_only,config,True,statistical_only:config:abstain,input_volatility;input_anomaly_density_intensity;input_turbulence_score;input_mean;input_std;input_cv
57,0.0638983430507774,-0.01688235626400751,0.12280701754385964,0.05407108831014786,0.2807017543859649,0.6666666666666666,0.2807017543859649,leave_dataset,frequency_only,config,True,frequency_only:config:abstain,input_spectral_entropy;input_dominant_frequency_energy_ratio;input_top3_frequency_energy_ratio;input_low_freq_energy_ratio;input_mid_freq_energy_ratio;input_high_freq_energy_ratio
