target,feature,feature_group,n,spearman,pearson,abs_spearman
gain_tanh_sin001_all_vs_gelu,router_time_dynamic_range_log,time,36,-0.41364221364221365,-0.14134183224841412,0.41364221364221365
static_gain_vs_gelu,router_time_dynamic_range_log,time,36,-0.41364221364221365,-0.14134183224841412,0.41364221364221365
oracle_gain_vs_gelu,input_max_drawdown,input,36,-0.41354012570348947,-0.3705583728493713,0.41354012570348947
gain_outtanh_vs_tanh,router_multivar_target_channel_dominance,multivar,36,0.4133848133848135,0.06811412052264462,0.4133848133848135
oracle_gain_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.41138268182634213,-0.10706353154622207,0.41138268182634213
gain_outtanh_vs_tanh,input_kurtosis,input,36,-0.41106821106821106,-0.15879998366966572,0.41106821106821106
gain_tanh_all_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,-0.40952380952380957,-0.5195947761316386,0.40952380952380957
oracle_gain_vs_gelu,router_norm_normalization_drift_score,norm,36,0.4089066228944868,0.40362764698352704,0.4089066228944868
gain_tanh_all_outtanh_vs_gelu,input_tail_ratio,input,36,-0.4074646074646075,-0.2429231206522935,0.4074646074646075
gain_outtanh_vs_tanh,input_mean_crossing_rate,input,36,0.40720720720720727,0.3930478687854809,0.40720720720720727
gain_best_bounded_vs_gelu,input_skewness,input,36,-0.40566280566280566,-0.45996503031577995,0.40566280566280566
gain_outtanh_vs_tanh,router_time_near_zero_fraction,time,36,-0.4048906048906049,-0.16896637984241528,0.4048906048906049
gain_enc_gelu_dec_tanh_vs_gelu,input_volatility_ratio_late_early,input,36,-0.40411840411840416,-0.1352557931079546,0.40411840411840416
gain_enc_tanh_dec_gelu_vs_gelu,router_time_trend_to_noise_ratio,time,36,-0.40411840411840416,-0.3936404394363833,0.40411840411840416
gain_enc_tanh_vs_gelu,router_time_trend_to_noise_ratio,time,36,-0.40411840411840416,-0.3936404394363833,0.40411840411840416
gain_best_bounded_vs_gelu,input_max_drawup,input,36,-0.4038610038610039,-0.32802650069842226,0.4038610038610039
gain_softsign_all_vs_gelu,input_anomaly_density_intensity,input,36,-0.4033462033462034,-0.4667452486238282,0.4033462033462034
gain_tanh_all_vs_gelu,input_reversal_rate,input,36,-0.4025740025740026,-0.576994381024766,0.4025740025740026
gain_softsign_all_vs_gelu,input_reversal_rate,input,36,-0.40180180180180186,-0.5533973315239489,0.40180180180180186
gain_best_bounded_vs_gelu,input_range,input,36,-0.4015444015444016,-0.325127855225593,0.4015444015444016
gain_best_bounded_vs_gelu,input_volatility_shock,input,36,0.4015444015444016,0.3354833913830461,0.4015444015444016
gain_swish_all_vs_gelu,input_kurtosis,input,36,-0.4015444015444016,-0.36510790848701463,0.4015444015444016
gain_enc_tanh_dec_gelu_vs_gelu,input_lag1_autocorr,input,36,0.4012870012870014,0.3891937407873366,0.4012870012870014
gain_enc_tanh_vs_gelu,input_lag1_autocorr,input,36,0.4012870012870014,0.3891937407873366,0.4012870012870014
gain_swish_all_vs_gelu,router_time_outlier_mass_z3,time,36,-0.4007722007722008,-0.34306011203031855,0.4007722007722008
gain_enc_tanh_dec_gelu_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.40051746270344907,-0.1987656902016193,0.40051746270344907
gain_enc_tanh_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.40051746270344907,-0.1987656902016193,0.40051746270344907
gain_softsign_all_vs_gelu,router_norm_normalization_drift_score,norm,36,0.40051480051480054,0.43032692648976645,0.40051480051480054
oracle_gain_vs_gelu,input_anomaly_density_intensity,input,36,-0.4001544509219262,-0.4815872616285129,0.4001544509219262
gain_swish_all_vs_gelu,input_lag1_autocorr,input,36,0.39974259974259974,0.4881640327617605,0.39974259974259974
gain_tanh_sin001_all_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.39974259974259974,-0.24041910040114664,0.39974259974259974
static_gain_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.39974259974259974,-0.24041910040114664,0.39974259974259974
gain_tanh_all_vs_gelu,input_realized_volatility,input,36,-0.3992277992277993,-0.3354547550005498,0.3992277992277993
gain_softsign_all_vs_gelu,input_volatility,input,36,-0.39794079794079795,-0.519275802503937,0.39794079794079795
gain_outtanh_vs_tanh,input_tail_ratio,input,36,-0.39382239382239387,-0.13463995779983653,0.39382239382239387
gain_tanh_sin001_all_vs_gelu,input_turbulence_score,input,36,-0.3933075933075934,-0.22020948705776763,0.3933075933075934
gain_tanh_sin001_all_vs_gelu,router_time_robust_scale_ratio,time,36,-0.3933075933075934,-0.3667035247920264,0.3933075933075934
static_gain_vs_gelu,input_turbulence_score,input,36,-0.3933075933075934,-0.22020948705776763,0.3933075933075934
static_gain_vs_gelu,router_time_robust_scale_ratio,time,36,-0.3933075933075934,-0.3667035247920264,0.3933075933075934
gain_tanh_all_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.39305019305019306,-0.25710393095512946,0.39305019305019306
gain_best_bounded_vs_gelu,input_max_drawdown,input,36,-0.39253539253539255,-0.3617986821076612,0.39253539253539255
gain_swish_all_vs_gelu,input_cv,input,36,-0.39253539253539255,-0.5136150998548825,0.39253539253539255
gain_enc_tanh_dec_gelu_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.39243194624025507,0.20943465877958134,0.39243194624025507
gain_enc_tanh_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.39243194624025507,0.20943465877958134,0.39243194624025507
oracle_gain_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.39217452941753267,-0.3906464459721567,0.39217452941753267
oracle_gain_vs_gelu,input_skewness,input,36,-0.3916596957720879,-0.42539478682415066,0.3916596957720879
gain_softsign_all_vs_gelu,input_realized_volatility,input,36,-0.39150579150579157,-0.31259244822790616,0.39150579150579157
gain_tanh_sin001_all_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.390990990990991,0.5301805348172358,0.390990990990991
static_gain_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.390990990990991,0.5301805348172358,0.390990990990991
gain_tanh_sin001_all_vs_gelu,input_realized_volatility,input,36,-0.3897039897039897,-0.3134158378689138,0.3897039897039897
static_gain_vs_gelu,input_realized_volatility,input,36,-0.3897039897039897,-0.3134158378689138,0.3897039897039897
gain_tanh_all_outtanh_vs_gelu,router_time_trend_to_noise_ratio,time,36,-0.3894465894465895,-0.42589553584753204,0.3894465894465895
gain_tanh_all_vs_gelu,input_turbulence_score,input,36,-0.3894465894465895,-0.23743381928001103,0.3894465894465895
gain_outtanh_vs_tanh,input_mean_abs_change,input,36,-0.3881595881595882,-0.29356457622095966,0.3881595881595882
gain_swish_all_vs_gelu,input_trend_consistency,input,36,0.3881595881595882,0.554288334945735,0.3881595881595882
gain_tanh_all_outtanh_vs_gelu,input_trend_consistency,input,36,0.3866151866151866,0.33403191024917994,0.3866151866151866
gain_best_bounded_vs_gelu,input_mean_abs_change,input,36,-0.3858429858429859,-0.31345057533709375,0.3858429858429859
gain_softsign_all_vs_gelu,input_max_drawup,input,36,-0.38481338481338484,-0.28316204991064325,0.38481338481338484
gain_softsign_all_vs_gelu,input_range,input,36,-0.3845559845559846,-0.2801528995233908,0.3845559845559846
gain_softsign_all_vs_gelu,input_jump_intensity,input,36,-0.38223938223938225,-0.038805779883100154,0.38223938223938225
gain_swish_all_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.38219482104626806,-0.15375996729119404,0.38219482104626806
gain_tanh_all_vs_gelu,input_upside_volatility,input,36,-0.3814671814671815,-0.31954834460864734,0.3814671814671815
gain_best_bounded_vs_gelu,input_reversal_rate,input,36,-0.37992277992277995,-0.5838466233781358,0.37992277992277995
gain_swish_all_vs_gelu,input_mean,input,36,0.37992277992277995,0.41813748947780943,0.37992277992277995
gain_swish_all_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.37966537966537967,-0.21135464440202945,0.37966537966537967
oracle_gain_vs_gelu,input_mean_abs_change,input,36,-0.37930368828141414,-0.3114370803116731,0.37930368828141414
gain_tanh_sin001_all_vs_gelu,input_volatility_shock,input,36,0.3778635778635779,0.4059538928798668,0.3778635778635779
static_gain_vs_gelu,input_volatility_shock,input,36,0.3778635778635779,0.4059538928798668,0.3778635778635779
gain_outtanh_vs_tanh,input_spectral_flatness,input,36,0.3776061776061776,0.33237539712610265,0.3776061776061776
gain_swish_all_vs_gelu,router_timefreq_burstiness_index,timefreq,36,-0.3768339768339769,-0.3475797594895372,0.3768339768339769
gain_enc_gelu_dec_tanh_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.3763191763191764,-0.46660073360899956,0.3763191763191764
gain_tanh_all_vs_gelu,router_norm_normalization_drift_score,norm,36,0.3737451737451738,0.4351777673320938,0.3737451737451738
gain_relu_all_vs_gelu,input_anomaly_density_intensity,input,36,0.3734877734877735,0.3343614596151713,0.3734877734877735
gain_tanh_sin001_all_vs_gelu,input_jump_intensity,input,36,-0.372972972972973,-0.024141048697896145,0.372972972972973
static_gain_vs_gelu,input_jump_intensity,input,36,-0.372972972972973,-0.024141048697896145,0.372972972972973
gain_softsign_all_vs_gelu,input_upside_volatility,input,36,-0.37168597168597167,-0.2934239988646531,0.37168597168597167
gain_softsign_all_vs_gelu,input_std,input,36,-0.37117117117117115,-0.2801350666320952,0.37117117117117115
gain_tanh_sin001_all_vs_gelu,input_upside_volatility,input,36,-0.37117117117117115,-0.2955123030632884,0.37117117117117115
gain_tanh_sin001_all_vs_gelu,router_norm_normalization_drift_score,norm,36,0.37117117117117115,0.41899647177070043,0.37117117117117115
static_gain_vs_gelu,input_upside_volatility,input,36,-0.37117117117117115,-0.2955123030632884,0.37117117117117115
static_gain_vs_gelu,router_norm_normalization_drift_score,norm,36,0.37117117117117115,0.41899647177070043,0.37117117117117115
gain_swish_all_vs_gelu,router_freq_high_freq_noise_share,freq,36,-0.3709137709137709,-0.268180893980205,0.3709137709137709
gain_softsign_all_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.3698841698841699,0.5041990102025088,0.3698841698841699
gain_softsign_all_vs_gelu,input_max_drawdown,input,36,-0.3698841698841699,-0.3164125416865889,0.3698841698841699
gain_softsign_all_vs_gelu,input_volatility_shock,input,36,0.36962676962676966,0.39440261092132517,0.36962676962676966
gain_tanh_sin001_all_vs_gelu,input_mean,input,36,0.3683397683397684,0.50976743871932,0.3683397683397684
static_gain_vs_gelu,input_mean,input,36,0.3683397683397684,0.50976743871932,0.3683397683397684
gain_tanh_all_vs_gelu,input_jump_intensity,input,36,-0.3678249678249679,-0.05108916554359118,0.3678249678249679
gain_enc_tanh_dec_gelu_vs_gelu,input_direction_entropy,input,36,-0.36731016731016736,-0.2915768292327162,0.36731016731016736
gain_enc_tanh_vs_gelu,input_direction_entropy,input,36,-0.36731016731016736,-0.2915768292327162,0.36731016731016736
gain_swish_all_vs_gelu,router_time_iqr_mad_ratio,time,36,-0.3644787644787645,-0.24132469820696112,0.3644787644787645
gain_tanh_sin001_all_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.3633560486381806,-0.12737143434839449,0.3633560486381806
static_gain_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.3633560486381806,-0.12737143434839449,0.3633560486381806
gain_tanh_all_outtanh_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,-0.36299918239437895,-0.562974000433338,0.36299918239437895
gain_tanh_all_vs_gelu,router_time_robust_scale_ratio,time,36,-0.3575289575289576,-0.3829082510448258,0.3575289575289576
gain_softsign_all_vs_gelu,input_skewness,input,36,-0.35675675675675683,-0.44218826812684336,0.35675675675675683
gain_tanh_all_vs_gelu,input_std,input,36,-0.3564993564993565,-0.3009165749490158,0.3564993564993565
gain_tanh_all_outtanh_vs_gelu,input_spectral_flatness,input,36,0.3562419562419563,0.28795560455186153,0.3562419562419563
gain_enc_gelu_dec_tanh_vs_gelu,router_timefreq_rolling_spectral_entropy_std,timefreq,36,-0.3544401544401545,-0.29479784271236503,0.3544401544401545
gain_tanh_sin001_all_vs_gelu,input_volatility,input,36,-0.35341055341055344,-0.515256413192786,0.35341055341055344
static_gain_vs_gelu,input_volatility,input,36,-0.35341055341055344,-0.515256413192786,0.35341055341055344
gain_enc_gelu_dec_tanh_vs_gelu,input_cv,input,36,-0.3528957528957529,-0.39727092130286756,0.3528957528957529
gain_relu_all_vs_gelu,input_trend_consistency,input,36,-0.35263835263835264,-0.4243661931036363,0.35263835263835264
gain_tanh_all_outtanh_vs_gelu,input_cumulative_change,input,36,0.3524308195282405,0.14286983599332617,0.3524308195282405
gain_softsign_all_vs_gelu,input_mean,input,36,0.3521235521235521,0.4883995371434647,0.3521235521235521
gain_best_bounded_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.35071084524097124,-0.0867242456624715,0.35071084524097124
gain_tanh_sin001_all_vs_gelu,input_max_drawup,input,36,-0.3503217503217504,-0.2791858671990139,0.3503217503217504
static_gain_vs_gelu,input_max_drawup,input,36,-0.3503217503217504,-0.2791858671990139,0.3503217503217504
gain_tanh_sin001_all_vs_gelu,input_range,input,36,-0.3500643500643501,-0.2761857967845088,0.3500643500643501
static_gain_vs_gelu,input_range,input,36,-0.3500643500643501,-0.2761857967845088,0.3500643500643501
gain_tanh_sin001_all_vs_gelu,input_std,input,36,-0.348005148005148,-0.27594084569469135,0.348005148005148
static_gain_vs_gelu,input_std,input,36,-0.348005148005148,-0.27594084569469135,0.348005148005148
gain_enc_gelu_dec_tanh_vs_gelu,input_kurtosis,input,36,-0.3477477477477478,-0.281353166069018,0.3477477477477478
gain_best_bounded_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.3474903474903475,-0.21772790799548408,0.3474903474903475
gain_tanh_sin001_all_vs_gelu,input_max_drawdown,input,36,-0.3464607464607465,-0.31352599650297674,0.3464607464607465
static_gain_vs_gelu,input_max_drawdown,input,36,-0.3464607464607465,-0.31352599650297674,0.3464607464607465
gain_tanh_all_vs_gelu,input_max_drawup,input,36,-0.34491634491634493,-0.3034955349315395,0.34491634491634493
gain_tanh_all_vs_gelu,input_mean_reversion_strength,input,36,-0.3433719433719434,-0.36472889333486935,0.3433719433719434
gain_tanh_all_vs_gelu,input_volatility,input,36,-0.3433719433719434,-0.5274917236159974,0.3433719433719434
gain_tanh_all_vs_gelu,input_mean,input,36,0.34311454311454315,0.49038223175958034,0.34311454311454315
gain_best_bounded_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.34259974259974263,-0.36113373228870693,0.34259974259974263
gain_tanh_all_vs_gelu,input_range,input,36,-0.3418275418275419,-0.3005263600120891,0.3418275418275419
gain_tanh_all_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.3405405405405405,0.47996858886776844,0.3405405405405405
gain_enc_tanh_dec_gelu_vs_gelu,router_multivar_channel_heterogeneity_cv,multivar,36,-0.34028314028314033,-0.38418314994639324,0.34028314028314033
gain_enc_tanh_vs_gelu,router_multivar_channel_heterogeneity_cv,multivar,36,-0.34028314028314033,-0.38418314994639324,0.34028314028314033
oracle_gain_vs_gelu,input_volatility_shock,input,36,0.3377308714117511,0.24518876116544183,0.3377308714117511
gain_enc_tanh_dec_gelu_vs_gelu,input_trend,input,36,0.33693693693693694,0.3787656009949012,0.33693693693693694
gain_enc_tanh_vs_gelu,input_trend,input,36,0.33693693693693694,0.3787656009949012,0.33693693693693694
gain_softsign_all_vs_gelu,input_cumulative_change,input,36,0.33585052128171056,0.41999735195041876,0.33585052128171056
oracle_gain_vs_gelu,router_freq_spectral_entropy,freq,36,0.3354141200072498,0.09031986362997399,0.3354141200072498
gain_swish_all_vs_gelu,input_cumulative_change,input,36,0.3353199517378216,0.4299520735964124,0.3353199517378216
gain_swish_all_vs_gelu,router_time_robust_scale_ratio,time,36,-0.3341055341055341,-0.22938913058300853,0.3341055341055341
gain_tanh_sin001_all_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.33333333333333337,-0.32012522826053025,0.33333333333333337
static_gain_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.33333333333333337,-0.32012522826053025,0.33333333333333337
gain_outtanh_vs_tanh,input_spectral_centroid,input,36,0.33230373230373234,0.3463129266818867,0.33230373230373234
gain_enc_gelu_dec_tanh_vs_gelu,input_lag1_autocorr,input,36,0.32947232947232946,0.348468263222009,0.32947232947232946
gain_tanh_all_outtanh_vs_gelu,input_mean_crossing_rate,input,36,0.32895752895752894,0.36914002527824574,0.32895752895752894
gain_enc_gelu_dec_tanh_vs_gelu,router_time_late_early_level_shift,time,36,-0.32767052767052773,-0.04999868447053208,0.32767052767052773
gain_outtanh_vs_tanh,router_multivar_channel_heterogeneity_cv,multivar,36,-0.3261261261261261,-0.11308164937755012,0.3261261261261261
gain_outtanh_vs_tanh,router_time_local_roughness_ratio,time,36,0.3258687258687259,0.29167976084804464,0.3258687258687259
gain_enc_gelu_dec_tanh_vs_gelu,input_max_abs_change,input,36,-0.3253539253539254,-0.18799775930525245,0.3253539253539254
gain_tanh_all_vs_gelu,input_max_drawdown,input,36,-0.3253539253539254,-0.33750526859967134,0.3253539253539254
gain_swish_all_vs_gelu,input_anomaly_density_intensity,input,36,-0.3250965250965251,-0.3499377430882443,0.3250965250965251
gain_swish_all_vs_gelu,router_freq_spectral_entropy,freq,36,0.3250965250965251,0.18660619930446887,0.3250965250965251
gain_tanh_all_vs_gelu,input_skewness,input,36,-0.323037323037323,-0.45063324913488567,0.323037323037323
gain_tanh_all_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.3225225225225225,-0.33401096989469176,0.3225225225225225
gain_tanh_sin001_all_vs_gelu,input_cumulative_change,input,36,0.3207292892808753,0.42336503375947604,0.3207292892808753
static_gain_vs_gelu,input_cumulative_change,input,36,0.3207292892808753,0.42336503375947604,0.3207292892808753
gain_tanh_all_vs_gelu,input_mean_abs_change,input,36,-0.3176319176319176,-0.286357872031421,0.3176319176319176
gain_outtanh_vs_tanh,input_low_freq_energy_ratio,input,36,-0.3163449163449164,-0.27228693801907855,0.3163449163449164
gain_best_bounded_vs_gelu,input_mean,input,36,0.31608751608751606,0.4693854024363651,0.31608751608751606
gain_tanh_sin001_all_vs_gelu,input_skewness,input,36,-0.31608751608751606,-0.43582640711853704,0.31608751608751606
static_gain_vs_gelu,input_skewness,input,36,-0.31608751608751606,-0.43582640711853704,0.31608751608751606
gain_best_bounded_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.3127413127413128,0.47457642653996995,0.3127413127413128
gain_outtanh_vs_tanh,input_mid_freq_energy_ratio,input,36,0.31171171171171175,0.32987164552223486,0.31171171171171175
gain_best_bounded_vs_gelu,input_mean_reversion_strength,input,36,-0.31093951093951094,-0.3658623712661367,0.31093951093951094
gain_softsign_all_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.3104247104247104,-0.1865494514009253,0.3104247104247104
gain_softsign_all_vs_gelu,router_freq_spectral_entropy,freq,36,0.3104247104247104,0.1068052089310533,0.3104247104247104
gain_tanh_sin001_all_vs_gelu,input_mean_reversion_strength,input,36,-0.3104247104247104,-0.35458965270494963,0.3104247104247104
static_gain_vs_gelu,input_mean_reversion_strength,input,36,-0.3104247104247104,-0.35458965270494963,0.3104247104247104
gain_outtanh_vs_tanh,input_trend_consistency,input,36,0.3101673101673102,0.1174529335027523,0.3101673101673102
gain_softsign_all_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.3101673101673102,-0.3122507655816722,0.3101673101673102
gain_best_bounded_vs_gelu,router_freq_spectral_entropy,freq,36,0.30707850707850703,0.08991789137723966,0.30707850707850703
gain_tanh_all_outtanh_vs_gelu,input_low_freq_energy_ratio,input,36,-0.30604890604890606,-0.2429016131096237,0.30604890604890606
gain_tanh_all_vs_gelu,input_momentum,input,36,-0.3045045045045045,-0.03316801340267709,0.3045045045045045
oracle_gain_vs_gelu,input_momentum,input,36,-0.3036231424010369,0.0037288927725407407,0.3036231424010369
gain_swish_all_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,-0.3021879021879022,-0.3330371983214964,0.3021879021879022
gain_swish_all_vs_gelu,input_volatility_shock,input,36,0.30193050193050197,0.2902949810732568,0.30193050193050197
gain_tanh_all_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.30090422777849335,-0.05222790994207832,0.30090422777849335
gain_tanh_sin001_all_vs_gelu,input_mean_abs_change,input,36,-0.3006435006435007,-0.26069250212491635,0.3006435006435007
static_gain_vs_gelu,input_mean_abs_change,input,36,-0.3006435006435007,-0.26069250212491635,0.3006435006435007
gain_tanh_all_outtanh_vs_gelu,input_spectral_centroid,input,36,0.2998712998712999,0.3383029572375449,0.2998712998712999
gain_enc_gelu_dec_tanh_vs_gelu,input_direction_entropy,input,36,-0.2993564993564994,-0.16087573380676068,0.2993564993564994
gain_relu_all_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,-0.2988609311806731,-0.15672714004542113,0.2988609311806731
gain_softsign_all_vs_gelu,input_mean_abs_change,input,36,-0.294980694980695,-0.25932624757330314,0.294980694980695
gain_tanh_all_outtanh_vs_gelu,router_freq_high_freq_noise_share,freq,36,-0.29292149292149294,-0.011126936957206164,0.29292149292149294
oracle_gain_vs_gelu,input_cumulative_change,input,36,0.2926279346871032,0.4065573678169848,0.2926279346871032
gain_swish_all_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.2924255106126138,0.21199528109823382,0.2924255106126138
gain_enc_tanh_dec_gelu_vs_gelu,input_anomaly_density_intensity,input,36,-0.2921492921492922,-0.3221050852376481,0.2921492921492922
gain_enc_tanh_vs_gelu,input_anomaly_density_intensity,input,36,-0.2921492921492922,-0.3221050852376481,0.2921492921492922
oracle_gain_vs_gelu,input_low_freq_energy_ratio,input,36,-0.2912671349103631,0.034409429723118626,0.2912671349103631
oracle_gain_vs_gelu,input_mean_reversion_strength,input,36,-0.28869296668313943,-0.35508647296121015,0.28869296668313943
oracle_gain_vs_gelu,input_mean,input,36,0.2863762152786381,0.4435505915908618,0.2863762152786381
oracle_gain_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.28560396481047096,0.4465165425714887,0.28560396481047096
gain_tanh_sin001_all_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.28262548262548265,-0.1946267325875745,0.28262548262548265
static_gain_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.28262548262548265,-0.1946267325875745,0.28262548262548265
gain_tanh_sin001_all_vs_gelu,router_freq_spectral_entropy,freq,36,0.2803088803088803,0.08703681441051814,0.2803088803088803
static_gain_vs_gelu,router_freq_spectral_entropy,freq,36,0.2803088803088803,0.08703681441051814,0.2803088803088803
gain_swish_all_vs_gelu,input_volatility_ratio_late_early,input,36,-0.27773487773487776,-0.07314636873973825,0.27773487773487776
gain_enc_gelu_dec_tanh_vs_gelu,router_timefreq_burstiness_index,timefreq,36,-0.27722007722007724,-0.20992072017911328,0.27722007722007724
gain_enc_gelu_dec_tanh_vs_gelu,router_freq_high_freq_noise_share,freq,36,-0.27413127413127414,-0.19226431849178247,0.27413127413127414
gain_outtanh_vs_tanh,input_cumulative_change,input,36,0.27337595748878574,0.008673040833367831,0.27337595748878574
gain_swish_all_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.2731016731016731,0.36953526477435034,0.2731016731016731
gain_enc_gelu_dec_tanh_vs_gelu,input_downside_volatility,input,36,-0.2707850707850708,-0.20198120421456803,0.2707850707850708
gain_enc_gelu_dec_tanh_vs_gelu,input_realized_volatility,input,36,-0.2707850707850708,-0.17213574210873003,0.2707850707850708
gain_relu_all_vs_gelu,input_cumulative_change,input,36,-0.27072310976934094,-0.3286663080331437,0.27072310976934094
gain_tanh_all_vs_gelu,input_spectral_bandwidth,input,36,-0.27001287001287005,-0.2847504428454954,0.27001287001287005
gain_enc_tanh_dec_gelu_vs_gelu,input_mean,input,36,0.26924066924066925,0.3053226760531551,0.26924066924066925
gain_enc_tanh_vs_gelu,input_mean,input,36,0.26924066924066925,0.3053226760531551,0.26924066924066925
gain_outtanh_vs_tanh,router_time_trend_to_noise_ratio,time,36,-0.268983268983269,-0.31530129290890674,0.268983268983269
gain_tanh_all_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.2682110682110682,-0.208589833196492,0.2682110682110682
gain_tanh_all_outtanh_vs_gelu,input_mid_freq_energy_ratio,input,36,0.267953667953668,0.2802347352413165,0.267953667953668
gain_tanh_all_vs_gelu,router_freq_spectral_entropy,freq,36,0.267953667953668,0.1070720135196587,0.267953667953668
gain_softsign_all_vs_gelu,input_mean_reversion_strength,input,36,-0.26692406692406695,-0.3148710891675614,0.26692406692406695
gain_best_bounded_vs_gelu,input_momentum,input,36,-0.26640926640926643,-0.009192075882952164,0.26640926640926643
gain_tanh_sin001_all_vs_gelu,input_spectral_bandwidth,input,36,-0.2651222651222651,-0.29012175055368095,0.2651222651222651
static_gain_vs_gelu,input_spectral_bandwidth,input,36,-0.2651222651222651,-0.29012175055368095,0.2651222651222651
gain_relu_all_vs_gelu,input_dominant_frequency_energy_ratio,input,36,-0.2630630630630631,-0.34628059173048,0.2630630630630631
gain_tanh_sin001_all_vs_gelu,input_momentum,input,36,-0.26151866151866154,-0.025780569024492682,0.26151866151866154
static_gain_vs_gelu,input_momentum,input,36,-0.26151866151866154,-0.025780569024492682,0.26151866151866154
gain_tanh_all_outtanh_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.26126126126126126,-0.2516333412376901,0.26126126126126126
gain_enc_gelu_dec_tanh_vs_gelu,input_upside_volatility,input,36,-0.2604890604890605,-0.16283314202458285,0.2604890604890605
gain_tanh_all_outtanh_vs_gelu,router_time_local_roughness_ratio,time,36,0.2574002574002574,0.24937167817002018,0.2574002574002574
gain_enc_tanh_dec_gelu_vs_gelu,input_momentum,input,36,-0.2555984555984556,-0.10575690177245073,0.2555984555984556
gain_enc_tanh_vs_gelu,input_momentum,input,36,-0.2555984555984556,-0.10575690177245073,0.2555984555984556
gain_swish_all_vs_gelu,input_volatility,input,36,-0.2550836550836551,-0.34068412076667004,0.2550836550836551
gain_tanh_all_vs_gelu,input_cumulative_change,input,36,0.25480602345267217,0.4092250645854426,0.25480602345267217
gain_relu_all_vs_gelu,input_reversal_rate,input,36,0.25405405405405407,0.3407296774423936,0.25405405405405407
gain_enc_gelu_dec_tanh_vs_gelu,input_turbulence_score,input,36,-0.25353925353925355,-0.14310847336812793,0.25353925353925355
gain_enc_gelu_dec_tanh_vs_gelu,router_time_outlier_mass_z3,time,36,-0.2532818532818533,-0.2899835973587074,0.2532818532818533
gain_enc_gelu_dec_tanh_vs_gelu,router_norm_normalization_drift_score,norm,36,0.25302445302445303,0.25550021117884675,0.25302445302445303
gain_enc_gelu_dec_tanh_vs_gelu,router_time_dynamic_range_log,time,36,-0.25302445302445303,-0.0879453620999709,0.25302445302445303
gain_enc_gelu_dec_tanh_vs_gelu,input_trend_consistency,input,36,0.2527670527670528,0.385828460482703,0.2527670527670528
gain_relu_all_vs_gelu,input_trend,input,36,-0.24993564993564996,-0.2870913839375486,0.24993564993564996
gain_tanh_sin001_all_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.24890604890604892,0.4203888008832255,0.24890604890604892
static_gain_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.24890604890604892,0.4203888008832255,0.24890604890604892
gain_swish_all_vs_gelu,input_jump_intensity,input,36,-0.24633204633204633,-0.020605058649840694,0.24633204633204633
gain_tanh_all_outtanh_vs_gelu,router_time_dynamic_range_log,time,36,-0.24581724581724582,-0.39575629581111255,0.24581724581724582
