target,feature,feature_group,n,spearman,pearson,abs_spearman
gain_enc_gelu_dec_tanh_vs_gelu,input_mean_reversion_strength,input,36,-0.24504504504504507,-0.23636656764110417,0.24504504504504507
gain_enc_gelu_dec_tanh_vs_gelu,input_volatility_shock,input,36,0.2447876447876448,0.1968973206599221,0.2447876447876448
gain_enc_gelu_dec_tanh_vs_gelu,input_jump_intensity,input,36,-0.24401544401544406,-0.05795916134327978,0.24401544401544406
gain_relu_all_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.24401544401544406,-0.08852146990529394,0.24401544401544406
gain_enc_gelu_dec_tanh_vs_gelu,input_reversal_rate,input,36,-0.24375804375804377,-0.3061615571506137,0.24375804375804377
gain_tanh_all_outtanh_vs_gelu,input_direction_entropy,input,36,-0.24350064350064354,-0.04477250119365016,0.24350064350064354
gain_swish_all_vs_gelu,input_spectral_centroid,input,36,0.24247104247104248,0.11830959487482398,0.24247104247104248
gain_softsign_all_vs_gelu,input_momentum,input,36,-0.24118404118404121,-0.006694893221434924,0.24118404118404121
gain_best_bounded_vs_gelu,input_spectral_bandwidth,input,36,-0.23886743886743886,-0.2850976366334604,0.23886743886743886
gain_enc_gelu_dec_tanh_vs_gelu,input_anomaly_density_intensity,input,36,-0.23783783783783782,-0.24666643247786782,0.23783783783783782
gain_tanh_all_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.2362934362934363,-0.10716914612489517,0.2362934362934363
gain_swish_all_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.23603603603603607,-0.17821849932626402,0.23603603603603607
gain_outtanh_vs_tanh,router_timefreq_dominant_frequency_drift,timefreq,36,0.23553639279096975,0.24003817240204642,0.23553639279096975
gain_swish_all_vs_gelu,input_momentum,input,36,-0.23500643500643506,-0.08027611883771708,0.23500643500643506
gain_best_bounded_vs_gelu,input_cumulative_change,input,36,0.23318531453919714,0.39485937069214405,0.23318531453919714
gain_swish_all_vs_gelu,input_reversal_rate,input,36,-0.23166023166023167,-0.3625063489044167,0.23166023166023167
gain_enc_gelu_dec_tanh_vs_gelu,input_mean,input,36,0.23063063063063063,0.29314344674138,0.23063063063063063
gain_enc_gelu_dec_tanh_vs_gelu,router_time_iqr_mad_ratio,time,36,-0.22934362934362934,-0.20893831226215023,0.22934362934362934
gain_swish_all_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.2285714285714286,0.22753196118921962,0.2285714285714286
gain_softsign_all_vs_gelu,input_spectral_bandwidth,input,36,-0.2283140283140283,-0.251173409525225,0.2283140283140283
gain_tanh_sin001_all_vs_gelu,input_high_freq_energy_ratio,input,36,-0.22805662805662807,-0.19808451545633798,0.22805662805662807
static_gain_vs_gelu,input_high_freq_energy_ratio,input,36,-0.22805662805662807,-0.19808451545633798,0.22805662805662807
gain_softsign_all_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.22779922779922782,0.3927146423866606,0.22779922779922782
gain_enc_gelu_dec_tanh_vs_gelu,input_std,input,36,-0.225997425997426,-0.14917547953286542,0.225997425997426
gain_tanh_all_vs_gelu,input_high_freq_energy_ratio,input,36,-0.22496782496782497,-0.1977824905091039,0.22496782496782497
gain_enc_tanh_dec_gelu_vs_gelu,input_reversal_rate,input,36,-0.22342342342342345,-0.36536161114265053,0.22342342342342345
gain_enc_tanh_vs_gelu,input_reversal_rate,input,36,-0.22342342342342345,-0.36536161114265053,0.22342342342342345
gain_relu_all_vs_gelu,input_lag1_autocorr,input,36,-0.22033462033462034,-0.35570794209369966,0.22033462033462034
gain_enc_gelu_dec_tanh_vs_gelu,input_mean_abs_change,input,36,-0.2200772200772201,-0.1458488762437617,0.2200772200772201
gain_enc_gelu_dec_tanh_vs_gelu,router_time_trend_to_noise_ratio,time,36,-0.2200772200772201,-0.05047354405688762,0.2200772200772201
gain_enc_gelu_dec_tanh_vs_gelu,input_volatility,input,36,-0.218018018018018,-0.2967036775476494,0.218018018018018
gain_tanh_all_outtanh_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.21558658902998595,0.21850630762244425,0.21558658902998595
gain_relu_all_vs_gelu,input_mean_abs_change,input,36,-0.21492921492921493,0.011994210396691535,0.21492921492921493
gain_relu_all_vs_gelu,router_time_robust_scale_ratio,time,36,-0.21338481338481338,0.09360348702828132,0.21338481338481338
gain_enc_gelu_dec_tanh_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.21312741312741315,0.2711201084124126,0.21312741312741315
gain_relu_all_vs_gelu,router_timefreq_phase_concentration,timefreq,36,0.21235521235521235,0.14399539143789422,0.21235521235521235
oracle_gain_vs_gelu,input_spectral_bandwidth,input,36,-0.21043825257553853,-0.27892618504498407,0.21043825257553853
gain_tanh_all_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.2102960102960103,0.37327073720814913,0.2102960102960103
gain_relu_all_vs_gelu,input_daily_cycle_energy_ratio,input,36,-0.20772200772200775,-0.30297880723315385,0.20772200772200775
gain_swish_all_vs_gelu,input_turbulence_score,input,36,-0.20772200772200775,-0.1378852078613726,0.20772200772200775
gain_enc_tanh_dec_gelu_vs_gelu,input_mean_abs_change,input,36,0.20643500643500645,0.01677414695240591,0.20643500643500645
gain_enc_tanh_vs_gelu,input_mean_abs_change,input,36,0.20643500643500645,0.01677414695240591,0.20643500643500645
gain_swish_all_vs_gelu,router_time_dynamic_range_log,time,36,-0.2056628056628057,-0.03243866495799504,0.2056628056628057
gain_swish_all_vs_gelu,input_range,input,36,-0.20360360360360363,-0.13352346596606512,0.20360360360360363
gain_enc_gelu_dec_tanh_vs_gelu,input_trend,input,36,0.2025740025740026,0.23355212716269363,0.2025740025740026
gain_swish_all_vs_gelu,input_max_drawdown,input,36,-0.20154440154440154,-0.15986799524033643,0.20154440154440154
gain_relu_all_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.2012870012870013,-0.09575415545080604,0.2012870012870013
gain_outtanh_vs_tanh,input_mean_reversion_strength,input,36,0.19922779922779926,0.3027834323035564,0.19922779922779926
gain_enc_tanh_dec_gelu_vs_gelu,input_skewness,input,36,0.19691119691119693,-0.04404617220699742,0.19691119691119693
gain_enc_tanh_vs_gelu,input_skewness,input,36,0.19691119691119693,-0.04404617220699742,0.19691119691119693
oracle_gain_vs_gelu,input_spectral_flatness,input,36,0.1962803273258081,-0.12065904648575575,0.1962803273258081
gain_best_bounded_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.19305019305019303,-0.08002769103419552,0.19305019305019303
gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_bandwidth,input,36,-0.1917631917631918,-0.18308011049469633,0.1917631917631918
gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,-0.1917631917631918,-0.2527685905465586,0.1917631917631918
gain_relu_all_vs_gelu,input_jump_intensity,input,36,-0.19073359073359075,-0.12370634952455037,0.19073359073359075
gain_enc_gelu_dec_tanh_vs_gelu,input_range,input,36,-0.19021879021879023,-0.14800889884399457,0.19021879021879023
gain_relu_all_vs_gelu,router_multivar_correlation_condition_number,multivar,36,0.18893178893178894,0.15590027710225257,0.18893178893178894
gain_relu_all_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,-0.18738738738738742,0.11325941675459664,0.18738738738738742
gain_best_bounded_vs_gelu,input_high_freq_energy_ratio,input,36,-0.1868725868725869,-0.20171365326812354,0.1868725868725869
gain_relu_all_vs_gelu,router_multivar_channel_heterogeneity_cv,multivar,36,0.18661518661518664,0.3424891538987336,0.18661518661518664
gain_relu_all_vs_gelu,input_cv,input,36,0.18558558558558558,0.3636397943721781,0.18558558558558558
gain_swish_all_vs_gelu,input_max_drawup,input,36,-0.18558558558558558,-0.13556758124345067,0.18558558558558558
gain_outtanh_vs_tanh,input_spectral_entropy,input,36,0.1850707850707851,0.30633018502478626,0.1850707850707851
gain_outtanh_vs_tanh,router_multivar_correlation_condition_number,multivar,36,-0.18404118404118405,-0.15743941184597676,0.18404118404118405
gain_tanh_sin001_all_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.1837837837837838,-0.07878238368969412,0.1837837837837838
static_gain_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.1837837837837838,-0.07878238368969412,0.1837837837837838
gain_outtanh_vs_tanh,input_high_freq_energy_ratio,input,36,0.18326898326898328,0.29656030894636193,0.18326898326898328
gain_relu_all_vs_gelu,input_top3_frequency_energy_ratio,input,36,-0.1824967824967825,-0.25804231264489463,0.1824967824967825
gain_best_bounded_vs_gelu,input_low_freq_energy_ratio,input,36,-0.18146718146718147,0.07143891355766906,0.18146718146718147
gain_enc_tanh_dec_gelu_vs_gelu,router_freq_high_freq_noise_share,freq,36,-0.18146718146718147,-0.17956634970992366,0.18146718146718147
gain_enc_tanh_vs_gelu,router_freq_high_freq_noise_share,freq,36,-0.18146718146718147,-0.17956634970992366,0.18146718146718147
gain_enc_gelu_dec_tanh_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,-0.18141995894363705,0.0801745944887292,0.18141995894363705
gain_enc_tanh_dec_gelu_vs_gelu,input_upside_volatility,input,36,0.18095238095238098,-0.010406527158764995,0.18095238095238098
gain_enc_tanh_vs_gelu,input_upside_volatility,input,36,0.18095238095238098,-0.010406527158764995,0.18095238095238098
gain_best_bounded_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.17915057915057916,0.3673349910777166,0.17915057915057916
gain_softsign_all_vs_gelu,input_high_freq_energy_ratio,input,36,-0.17760617760617764,-0.15495037279876397,0.17760617760617764
gain_swish_all_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.17683397683397684,-0.18122337707078223,0.17683397683397684
gain_swish_all_vs_gelu,input_std,input,36,-0.1745173745173745,-0.1306002582500406,0.1745173745173745
gain_enc_tanh_dec_gelu_vs_gelu,router_freq_spectral_entropy,freq,36,0.17425997425997425,0.04614953712481712,0.17425997425997425
gain_enc_tanh_vs_gelu,router_freq_spectral_entropy,freq,36,0.17425997425997425,0.04614953712481712,0.17425997425997425
oracle_gain_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.1741424805716842,0.3515880079416185,0.1741424805716842
gain_softsign_all_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.17362764692623944,0.04074607118211791,0.17362764692623944
gain_swish_all_vs_gelu,router_norm_normalization_drift_score,norm,36,0.17245817245817247,0.25054685588294334,0.17245817245817247
gain_outtanh_vs_tanh,input_momentum,input,36,0.1722007722007722,0.4392549861346774,0.1722007722007722
gain_swish_all_vs_gelu,input_max_abs_change,input,36,-0.1716859716859717,-0.18152036669286578,0.1716859716859717
gain_enc_tanh_dec_gelu_vs_gelu,input_realized_volatility,input,36,0.17142857142857146,-0.0206012191171773,0.17142857142857146
gain_enc_tanh_vs_gelu,input_realized_volatility,input,36,0.17142857142857146,-0.0206012191171773,0.17142857142857146
gain_enc_gelu_dec_tanh_vs_gelu,input_high_freq_energy_ratio,input,36,-0.1711711711711712,-0.15281086941052344,0.1711711711711712
oracle_gain_vs_gelu,input_spectral_centroid,input,36,0.17105347869901572,-0.0039165173339805,0.17105347869901572
gain_outtanh_vs_tanh,input_spectral_bandwidth,input,36,0.17039897039897042,0.34650365756954143,0.17039897039897042
gain_softsign_all_vs_gelu,input_low_freq_energy_ratio,input,36,-0.16936936936936942,0.07749823920908634,0.16936936936936942
gain_outtanh_vs_tanh,router_freq_high_freq_noise_share,freq,36,-0.16833976833976835,0.09926012865991006,0.16833976833976835
gain_enc_gelu_dec_tanh_vs_gelu,input_max_drawup,input,36,-0.1680823680823681,-0.14990839751659094,0.1680823680823681
gain_outtanh_vs_tanh,router_time_dynamic_range_log,time,36,-0.16756756756756758,-0.36501624220899076,0.16756756756756758
gain_swish_all_vs_gelu,input_downside_volatility,input,36,-0.1655083655083655,-0.20146830327325801,0.1655083655083655
gain_tanh_sin001_all_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.1655083655083655,0.26891684018774964,0.1655083655083655
static_gain_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.1655083655083655,0.26891684018774964,0.1655083655083655
gain_enc_gelu_dec_tanh_vs_gelu,input_momentum,input,36,-0.1631917631917632,-0.017090694076647615,0.1631917631917632
gain_relu_all_vs_gelu,input_realized_volatility,input,36,-0.16293436293436295,0.0560000431912196,0.16293436293436295
gain_tanh_all_outtanh_vs_gelu,input_trend,input,36,0.1626769626769627,-0.0035794081941813638,0.1626769626769627
gain_enc_tanh_dec_gelu_vs_gelu,input_cv,input,36,-0.16113256113256116,-0.34675502484480236,0.16113256113256116
gain_enc_tanh_vs_gelu,input_cv,input,36,-0.16113256113256116,-0.34675502484480236,0.16113256113256116
gain_softsign_all_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.16061776061776062,-0.06765694619137042,0.16061776061776062
gain_enc_gelu_dec_tanh_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.15933075933075935,-0.026133337626675916,0.15933075933075935
gain_tanh_all_vs_gelu,input_spectral_entropy,input,36,-0.15933075933075935,-0.32473885619149717,0.15933075933075935
gain_relu_all_vs_gelu,input_upside_volatility,input,36,-0.1590733590733591,0.03497249999104773,0.1590733590733591
gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.15855855855855858,-0.15031127503663416,0.15855855855855858
gain_best_bounded_vs_gelu,input_spectral_flatness,input,36,0.15804375804375803,-0.12245938427666163,0.15804375804375803
gain_best_bounded_vs_gelu,input_tail_ratio,input,36,-0.15778635778635777,-0.339461316551832,0.15778635778635777
gain_enc_tanh_dec_gelu_vs_gelu,input_downside_volatility,input,36,0.155984555984556,-0.061670372300323704,0.155984555984556
gain_enc_tanh_dec_gelu_vs_gelu,router_time_near_zero_fraction,time,36,-0.155984555984556,-0.11142656711104411,0.155984555984556
gain_enc_tanh_vs_gelu,input_downside_volatility,input,36,0.155984555984556,-0.061670372300323704,0.155984555984556
gain_enc_tanh_vs_gelu,router_time_near_zero_fraction,time,36,-0.155984555984556,-0.11142656711104411,0.155984555984556
gain_tanh_sin001_all_vs_gelu,input_spectral_entropy,input,36,-0.15572715572715573,-0.3334243724016289,0.15572715572715573
static_gain_vs_gelu,input_spectral_entropy,input,36,-0.15572715572715573,-0.3334243724016289,0.15572715572715573
oracle_gain_vs_gelu,input_high_freq_energy_ratio,input,36,-0.15457880204478397,-0.19695123113724508,0.15457880204478397
gain_enc_gelu_dec_tanh_vs_gelu,input_skewness,input,36,-0.15444015444015446,-0.2505611897088581,0.15444015444015446
gain_tanh_all_outtanh_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.1536679536679537,0.05451051242167604,0.1536679536679537
gain_enc_tanh_dec_gelu_vs_gelu,router_time_dynamic_range_log,time,36,-0.15341055341055343,-0.03230853061019108,0.15341055341055343
gain_enc_tanh_vs_gelu,router_time_dynamic_range_log,time,36,-0.15341055341055343,-0.03230853061019108,0.15341055341055343
gain_enc_tanh_dec_gelu_vs_gelu,input_spectral_centroid,input,36,0.15263835263835265,-0.03823981256015174,0.15263835263835265
gain_enc_tanh_vs_gelu,input_spectral_centroid,input,36,0.15263835263835265,-0.03823981256015174,0.15263835263835265
gain_swish_all_vs_gelu,input_spectral_flatness,input,36,0.15212355212355214,-0.024720367630764708,0.15212355212355214
oracle_gain_vs_gelu,input_tail_ratio,input,36,-0.1514898001721155,-0.31645181045007,0.1514898001721155
gain_tanh_all_outtanh_vs_gelu,input_volatility_shock,input,36,0.15083655083655087,0.15720961738336428,0.15083655083655087
gain_swish_all_vs_gelu,input_skewness,input,36,-0.14954954954954955,-0.2816920526592527,0.14954954954954955
gain_enc_tanh_dec_gelu_vs_gelu,input_tail_ratio,input,36,0.14877734877734877,-0.04700905132211547,0.14877734877734877
gain_enc_tanh_vs_gelu,input_tail_ratio,input,36,0.14877734877734877,-0.04700905132211547,0.14877734877734877
gain_swish_all_vs_gelu,input_tail_ratio,input,36,-0.148005148005148,-0.21529507150470883,0.148005148005148
gain_enc_tanh_dec_gelu_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.146975546975547,0.09446634389267948,0.146975546975547
gain_enc_tanh_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.146975546975547,0.09446634389267948,0.146975546975547
gain_tanh_all_vs_gelu,input_low_freq_energy_ratio,input,36,-0.146975546975547,0.07588760719301747,0.146975546975547
gain_softsign_all_vs_gelu,input_spectral_flatness,input,36,0.1462033462033462,-0.08053286525295626,0.1462033462033462
gain_enc_gelu_dec_tanh_vs_gelu,router_time_robust_scale_ratio,time,36,-0.1451737451737452,-0.19661397482657955,0.1451737451737452
gain_softsign_all_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.14491634491634495,0.2507888952354694,0.14491634491634495
gain_swish_all_vs_gelu,input_mean_reversion_strength,input,36,-0.1444015444015444,-0.20165051112749222,0.1444015444015444
gain_enc_tanh_dec_gelu_vs_gelu,input_mean_reversion_strength,input,36,-0.14388674388674388,-0.2538119864818746,0.14388674388674388
gain_enc_tanh_vs_gelu,input_mean_reversion_strength,input,36,-0.14388674388674388,-0.2538119864818746,0.14388674388674388
gain_softsign_all_vs_gelu,input_spectral_centroid,input,36,0.1425997425997426,0.045042084493467874,0.1425997425997426
gain_relu_all_vs_gelu,input_downside_volatility,input,36,-0.14182754182754184,0.08696736048290248,0.14182754182754184
gain_softsign_all_vs_gelu,input_tail_ratio,input,36,-0.14131274131274132,-0.3170661168639641,0.14131274131274132
gain_swish_all_vs_gelu,input_spectral_bandwidth,input,36,-0.1407979407979408,-0.1533695463675304,0.1407979407979408
gain_relu_all_vs_gelu,input_tail_ratio,input,36,-0.1402831402831403,0.0913681482969886,0.1402831402831403
gain_relu_all_vs_gelu,input_mean,input,36,-0.13770913770913773,-0.28211160097489474,0.13770913770913773
oracle_gain_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.13734071309048784,0.0182788137729668,0.13734071309048784
gain_tanh_all_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.1356774806068452,0.09244879478052528,0.1356774806068452
gain_relu_all_vs_gelu,input_volatility_shock,input,36,-0.13384813384813385,-0.17477960953699895,0.13384813384813385
gain_enc_tanh_dec_gelu_vs_gelu,input_max_abs_change,input,36,0.13230373230373232,-0.04991695268971425,0.13230373230373232
gain_enc_tanh_vs_gelu,input_max_abs_change,input,36,0.13230373230373232,-0.04991695268971425,0.13230373230373232
gain_relu_all_vs_gelu,input_momentum,input,36,0.1317889317889318,0.0010472205637014889,0.1317889317889318
gain_best_bounded_vs_gelu,input_spectral_entropy,input,36,-0.13101673101673103,-0.3303192057335146,0.13101673101673103
oracle_gain_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.13089645435432581,-0.07657180455462248,0.13089645435432581
gain_enc_gelu_dec_tanh_vs_gelu,input_max_drawdown,input,36,-0.13024453024453025,-0.16908161985302364,0.13024453024453025
gain_enc_gelu_dec_tanh_vs_gelu,router_freq_spectral_entropy,freq,36,0.13024453024453025,-0.009107407648550869,0.13024453024453025
gain_softsign_all_vs_gelu,input_spectral_entropy,input,36,-0.13024453024453025,-0.294829573351457,0.13024453024453025
gain_enc_tanh_dec_gelu_vs_gelu,input_spectral_bandwidth,input,36,-0.12972972972972976,-0.22205684417328103,0.12972972972972976
gain_enc_tanh_vs_gelu,input_spectral_bandwidth,input,36,-0.12972972972972976,-0.22205684417328103,0.12972972972972976
gain_swish_all_vs_gelu,router_time_local_roughness_ratio,time,36,0.12947232947232948,0.013573689538682598,0.12947232947232948
gain_tanh_sin001_all_vs_gelu,input_tail_ratio,input,36,-0.12921492921492922,-0.3274749787618962,0.12921492921492922
static_gain_vs_gelu,input_tail_ratio,input,36,-0.12921492921492922,-0.3274749787618962,0.12921492921492922
gain_outtanh_vs_tanh,input_direction_entropy,input,36,-0.1281853281853282,0.07620632842179816,0.1281853281853282
gain_tanh_all_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.1274213272475738,0.030022305258871902,0.1274213272475738
gain_swish_all_vs_gelu,input_mid_freq_energy_ratio,input,36,0.1274131274131274,-0.03828945928319667,0.1274131274131274
gain_enc_tanh_dec_gelu_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.1268983268983269,0.22004317928025507,0.1268983268983269
gain_enc_tanh_vs_gelu,input_dominant_frequency_energy_ratio,input,36,0.1268983268983269,0.22004317928025507,0.1268983268983269
gain_tanh_all_outtanh_vs_gelu,input_mean,input,36,0.12612612612612614,-0.051912682536198275,0.12612612612612614
gain_tanh_sin001_all_vs_gelu,input_spectral_flatness,input,36,0.12612612612612614,-0.12101813855842879,0.12612612612612614
static_gain_vs_gelu,input_spectral_flatness,input,36,0.12612612612612614,-0.12101813855842879,0.12612612612612614
gain_enc_gelu_dec_tanh_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.12535392535392537,0.21116183124192153,0.12535392535392537
gain_enc_tanh_dec_gelu_vs_gelu,router_timefreq_rolling_spectral_entropy_std,timefreq,36,-0.12406692406692407,-0.21476678360168258,0.12406692406692407
gain_enc_tanh_vs_gelu,router_timefreq_rolling_spectral_entropy_std,timefreq,36,-0.12406692406692407,-0.21476678360168258,0.12406692406692407
gain_tanh_all_outtanh_vs_gelu,input_reversal_rate,input,36,-0.12380952380952381,-0.025403361666375027,0.12380952380952381
gain_enc_tanh_dec_gelu_vs_gelu,input_cumulative_change,input,36,0.12362270372612726,0.331961752330448,0.12362270372612726
gain_enc_tanh_vs_gelu,input_cumulative_change,input,36,0.12362270372612726,0.331961752330448,0.12362270372612726
gain_swish_all_vs_gelu,input_low_freq_energy_ratio,input,36,-0.12175032175032177,0.053841569379318575,0.12175032175032177
gain_tanh_all_vs_gelu,input_tail_ratio,input,36,-0.12123552123552124,-0.3333623609640947,0.12123552123552124
gain_best_bounded_vs_gelu,input_spectral_centroid,input,36,0.12097812097812098,-0.005373405354945118,0.12097812097812098
gain_relu_all_vs_gelu,input_volatility,input,36,-0.12046332046332048,0.16281643271677365,0.12046332046332048
gain_enc_tanh_dec_gelu_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.12026583980769036,0.0369427224954165,0.12026583980769036
gain_enc_tanh_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.12026583980769036,0.0369427224954165,0.12026583980769036
oracle_gain_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.11931029012963437,0.15270620610616212,0.11931029012963437
gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_entropy,input,36,-0.11840411840411841,-0.1972587147632947,0.11840411840411841
gain_tanh_sin001_all_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.11802561321820725,0.008923208472729387,0.11802561321820725
static_gain_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.11802561321820725,0.008923208472729387,0.11802561321820725
gain_swish_all_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.11763191763191765,0.2920427968673193,0.11763191763191765
gain_tanh_sin001_all_vs_gelu,input_low_freq_energy_ratio,input,36,-0.11763191763191765,0.11387632092349195,0.11763191763191765
static_gain_vs_gelu,input_low_freq_energy_ratio,input,36,-0.11763191763191765,0.11387632092349195,0.11763191763191765
gain_enc_tanh_dec_gelu_vs_gelu,router_multivar_target_channel_dominance,multivar,36,0.11711711711711713,0.3649770499990525,0.11711711711711713
gain_enc_tanh_vs_gelu,router_multivar_target_channel_dominance,multivar,36,0.11711711711711713,0.3649770499990525,0.11711711711711713
gain_tanh_all_vs_gelu,input_spectral_flatness,input,36,0.11711711711711713,-0.11743826486257099,0.11711711711711713
gain_enc_gelu_dec_tanh_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.11710094928643536,0.35113988929891576,0.11710094928643536
gain_relu_all_vs_gelu,input_skewness,input,36,-0.11660231660231662,0.11592192413305415,0.11660231660231662
gain_enc_tanh_dec_gelu_vs_gelu,input_low_freq_energy_ratio,input,36,-0.11608751608751611,0.043985454423326936,0.11608751608751611
gain_enc_tanh_vs_gelu,input_low_freq_energy_ratio,input,36,-0.11608751608751611,0.043985454423326936,0.11608751608751611
gain_tanh_all_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.11608751608751611,0.19919750582268075,0.11608751608751611
gain_enc_tanh_dec_gelu_vs_gelu,input_trend_consistency,input,36,0.11557271557271558,0.295910023802189,0.11557271557271558
gain_enc_tanh_vs_gelu,input_trend_consistency,input,36,0.11557271557271558,0.295910023802189,0.11557271557271558
gain_relu_all_vs_gelu,input_direction_entropy,input,36,0.11505791505791506,0.11032093045296341,0.11505791505791506
gain_enc_tanh_dec_gelu_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.1142857142857143,-0.2396689881865685,0.1142857142857143
gain_enc_tanh_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.1142857142857143,-0.2396689881865685,0.1142857142857143
gain_tanh_sin001_all_vs_gelu,input_spectral_centroid,input,36,0.1142857142857143,0.007878298495274192,0.1142857142857143
static_gain_vs_gelu,input_spectral_centroid,input,36,0.1142857142857143,0.007878298495274192,0.1142857142857143
oracle_gain_vs_gelu,input_spectral_entropy,input,36,-0.10927344124564663,-0.33318719497439314,0.10927344124564663
gain_swish_all_vs_gelu,input_realized_volatility,input,36,-0.10888030888030889,-0.1327561232065413,0.10888030888030889
gain_tanh_all_outtanh_vs_gelu,input_spectral_entropy,input,36,0.1070785070785071,0.19686630604684696,0.1070785070785071
gain_swish_all_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,-0.10623023836560294,-0.09498902191411372,0.10623023836560294
gain_outtanh_vs_tanh,input_top3_frequency_energy_ratio,input,36,-0.10604890604890606,-0.19542611069709032,0.10604890604890606
gain_tanh_all_vs_gelu,input_mean_crossing_rate,input,36,-0.10090090090090091,-0.04208791461473272,0.10090090090090091
oracle_gain_vs_gelu,input_mid_freq_energy_ratio,input,36,0.10077868609580835,-0.13763752270228713,0.10077868609580835
gain_enc_tanh_dec_gelu_vs_gelu,router_time_outlier_mass_z3,time,36,-0.09987129987129988,-0.11182446934454493,0.09987129987129988
gain_enc_tanh_vs_gelu,router_time_outlier_mass_z3,time,36,-0.09987129987129988,-0.11182446934454493,0.09987129987129988
gain_tanh_all_outtanh_vs_gelu,input_high_freq_energy_ratio,input,36,0.09884169884169886,0.2280049579902646,0.09884169884169886
gain_tanh_all_vs_gelu,input_spectral_centroid,input,36,0.09626769626769627,0.005530850575821684,0.09626769626769627
gain_relu_all_vs_gelu,input_kurtosis,input,36,0.09601029601029601,0.2394955143178635,0.09601029601029601
gain_swish_all_vs_gelu,input_mean_crossing_rate,input,36,0.09472329472329473,0.06342173604208261,0.09472329472329473
gain_enc_tanh_dec_gelu_vs_gelu,router_norm_normalization_drift_score,norm,36,-0.09395109395109397,0.026141268380272312,0.09395109395109397
gain_enc_tanh_vs_gelu,router_norm_normalization_drift_score,norm,36,-0.09395109395109397,0.026141268380272312,0.09395109395109397
gain_swish_all_vs_gelu,input_upside_volatility,input,36,-0.09343629343629345,-0.1255295976089727,0.09343629343629345
gain_enc_tanh_dec_gelu_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.09266409266409266,-0.03238923591573659,0.09266409266409266
gain_enc_tanh_vs_gelu,router_freq_seasonal_peak_strength,freq,36,-0.09266409266409266,-0.03238923591573659,0.09266409266409266
gain_swish_all_vs_gelu,input_high_freq_energy_ratio,input,36,-0.09163449163449164,-0.09889986335259356,0.09163449163449164
gain_enc_tanh_dec_gelu_vs_gelu,input_high_freq_energy_ratio,input,36,-0.09111969111969112,-0.1944380681423127,0.09111969111969112
gain_enc_tanh_vs_gelu,input_high_freq_energy_ratio,input,36,-0.09111969111969112,-0.1944380681423127,0.09111969111969112
