feature,inner_mean_gain_vs_static,inner_positive_vs_static_rate,inner_mean_regret_vs_oracle,inner_top1_hit_rate,outer_mode,outer_fold
input_volatility_ratio_late_early,-0.005199385613539019,0.3142857142857143,0.050990043417306986,0.2571428571428571,loco,"('ETTh2', 720)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.051051593472744926,0.22857142857142856,loco,"('ETTh2', 720)"
router_time_iqr_mad_ratio,-0.008514938278691146,0.11428571428571428,0.054452574878230554,0.14285714285714285,loco,"('ETTh2', 720)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.05427008026796269,0.22857142857142856,loco,"('ETTh2', 720)"
router_timefreq_burstiness_index,-0.0096968178381913,0.14285714285714285,0.05562526252500347,0.11428571428571428,loco,"('ETTh2', 720)"
router_time_robust_scale_ratio,-0.009815375085784898,0.11428571428571428,0.05595278898998229,0.17142857142857143,loco,"('ETTh2', 720)"
router_time_near_zero_fraction,-0.010654071575237975,0.2571428571428571,0.056512402109780015,0.2,loco,"('ETTh2', 720)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394578,0.2,0.058129274877978344,0.14285714285714285,loco,"('ETTh2', 720)"
router_freq_dominant_period_to_horizon_ratio,-0.021655792913741694,0.14285714285714285,0.06815890916935409,0.14285714285714285,loco,"('ETTh2', 720)"
router_timefreq_rolling_spectral_entropy_std,-0.0222014373603138,0.2571428571428571,0.06850413531822548,0.2,loco,"('ETTh2', 720)"
input_cv,-0.02577853821964058,0.17142857142857143,0.07176370344617734,0.11428571428571428,loco,"('ETTh2', 720)"
router_freq_harmonic_energy_ratio,-0.02932064782038534,0.11428571428571428,0.07664639095025495,0.2,loco,"('ETTh2', 720)"
router_freq_seasonal_peak_strength,-0.029751395883262866,0.2,0.07705040121118299,0.14285714285714285,loco,"('ETTh2', 720)"
router_multivar_cross_channel_mean_abs_corr,-0.03883702845246939,0.05714285714285714,0.08630961355526984,0.17142857142857143,loco,"('ETTh2', 720)"
router_time_outlier_mass_z3,-0.041761949865923444,0.02857142857142857,0.08925763375392831,0.17142857142857143,loco,"('ETTh2', 720)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.052356669814486285,0.22857142857142856,loco,"('ETTm1', 24)"
input_volatility_ratio_late_early,-0.007135297009383097,0.2571428571428571,0.05436971269477164,0.22857142857142856,loco,"('ETTm1', 24)"
router_multivar_channel_heterogeneity_cv,-0.009997794431254169,0.2857142857142857,0.057172483553332744,0.2,loco,"('ETTm1', 24)"
router_time_near_zero_fraction,-0.010147914139857259,0.3142857142857143,0.05732690266047323,0.22857142857142856,loco,"('ETTm1', 24)"
router_multivar_target_channel_dominance,-0.013102958486479346,0.2,0.06034399865048118,0.14285714285714285,loco,"('ETTm1', 24)"
input_cv,-0.026655182816686107,0.17142857142857143,0.07390595077721665,0.11428571428571428,loco,"('ETTm1', 24)"
router_time_iqr_mad_ratio,-0.028034121717749674,0.11428571428571428,0.07773422557379585,0.14285714285714285,loco,"('ETTm1', 24)"
router_timefreq_burstiness_index,-0.029216001277249826,0.14285714285714285,0.07890691322056877,0.11428571428571428,loco,"('ETTm1', 24)"
router_time_robust_scale_ratio,-0.03354916541751601,0.11428571428571428,0.08127367175168124,0.08571428571428572,loco,"('ETTm1', 24)"
