setting,model,dataset,data,data_path,features,target,freq,seq_len,label_len,pred_len,patch_len,stride,e_layers,d_model,n_heads,d_ff,dropout,fc_dropout,head_dropout,batch_size,train_epochs,learning_rate,activation,output_activation,perturb_amplitude,perturb_frequency,perturb_phase,activation_signature,placement,seed,mse,mae,rmse,mape,mspe,rse,corr,server_id,server_ip,run_id,des,config_path,pred_path,true_path,summary_path,config_name,gelu_mse,gelu_mae,improvement_vs_gelu,win_vs_gelu
ETTh2_pl336_gelu_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0,PatchTST,ETTh2,ETTh2,ETTh2.csv,M,OT,h,336,48,336,16,8,3,16,4,128,0.3,0.3,0.0,128,3,0.0001,gelu,linear,0.0,1.0,0.0,act=gelu|ffn=gelu|out=linear|a=0,ffn_linear,2024,0.3455176055431366,0.3969141840934753,0.5878074765205383,1.721761703491211,440.8134765625,0.4695939123630523,0.1602526158094406,4090-82,10.21.53.82,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024,./results/ETTh2_pl336_gelu_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/config.json,./results/ETTh2_pl336_gelu_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/pred.npy,./results/ETTh2_pl336_gelu_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.82/results/summary.csv,gelu_ffn_linear,0.3455176055431366,0.3969141840934753,0.0,False
ETTh2_pl336_tanh_sin001_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0,PatchTST,ETTh2,ETTh2,ETTh2.csv,M,OT,h,336,48,336,16,8,3,16,4,128,0.3,0.3,0.0,128,3,0.0001,tanh_sin,linear,0.01,1.0,0.0,act=tanh_sin|ffn=tanh_sin|out=linear|a=0.01,ffn_linear,2024,0.3455176055431366,0.3969141840934753,0.5878074765205383,1.721761703491211,440.8134765625,0.4695939123630523,0.1602526158094406,4090-113,10.21.53.113,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024,./results/ETTh2_pl336_tanh_sin001_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0/config.json,./results/ETTh2_pl336_tanh_sin001_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0/pred.npy,./results/ETTh2_pl336_tanh_sin001_ffn_linear_s2024_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm16_nh4_el3_dl1_df128_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.113/results/summary.csv,tanh_sin001_ffn_linear,0.3455176055431366,0.3969141840934753,0.0,False
ETTm2_pl288_gelu_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0,PatchTST,ETTm2,ETTm2,ETTm2.csv,M,OT,t,336,48,288,16,8,3,128,16,256,0.2,0.2,0.0,128,3,0.0001,gelu,linear,0.0,1.0,0.0,act=gelu|ffn=gelu|out=linear|a=0,ffn_linear,2024,0.2681666314601898,0.3243726789951324,0.5178480744361877,1.3172638416290283,271.3993225097656,0.4176129698753357,0.4689730405807495,4090-142,10.21.53.142,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024,./results/ETTm2_pl288_gelu_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/config.json,./results/ETTm2_pl288_gelu_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/pred.npy,./results/ETTm2_pl288_gelu_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.142/results/summary.csv,gelu_ffn_linear,0.2681666314601898,0.3243726789951324,0.0,False
ETTm2_pl288_tanh_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_ffn_linear_s2024_0,PatchTST,ETTm2,ETTm2,ETTm2.csv,M,OT,t,336,48,288,16,8,3,128,16,256,0.2,0.2,0.0,128,3,0.0001,tanh,linear,0.0,1.0,0.0,act=tanh|ffn=tanh|out=linear|a=0,ffn_linear,2024,0.2681666314601898,0.3243726789951324,0.5178480744361877,1.3172638416290283,271.3993225097656,0.4176129698753357,0.4689730405807495,4090-162,10.21.53.162,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_tanh_ffn_linear_s2024,./results/ETTm2_pl288_tanh_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_ffn_linear_s2024_0/config.json,./results/ETTm2_pl288_tanh_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_ffn_linear_s2024_0/pred.npy,./results/ETTm2_pl288_tanh_ffn_linear_s2024_PatchTST_ETTm2_ftM_sl336_ll48_pl288_dm128_nh16_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.162/results/summary.csv,tanh_ffn_linear,0.2681666314601898,0.3243726789951324,0.0,False
Solar3_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0,PatchTST,Solar3,custom,Site_3_30MW.csv,M,Power,t,96,48,96,16,8,3,128,8,256,0.2,0.2,0.0,128,3,0.0001,gelu,linear,0.0,1.0,0.0,act=gelu|ffn=gelu|out=linear|a=0,ffn_linear,2024,0.5106211304664612,0.4501895010471344,0.7145776152610779,1.4422693252563477,162.66505432128906,0.6186021566390991,0.3141868114471435,4090-82,10.21.53.82,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024,./results/Solar3_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/config.json,./results/Solar3_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/pred.npy,./results/Solar3_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.82/results/summary.csv,gelu_ffn_linear,0.5106211304664612,0.4501895010471344,0.0,False
Solar3_pl96_tanh_sin001_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0,PatchTST,Solar3,custom,Site_3_30MW.csv,M,Power,t,96,48,96,16,8,3,128,8,256,0.2,0.2,0.0,128,3,0.0001,tanh_sin,linear,0.01,1.0,0.0,act=tanh_sin|ffn=tanh_sin|out=linear|a=0.01,ffn_linear,2024,0.5106211304664612,0.4501895010471344,0.7145776152610779,1.4422693252563477,162.66505432128906,0.6186021566390991,0.3141868114471435,4090-113,10.21.53.113,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024,./results/Solar3_pl96_tanh_sin001_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0/config.json,./results/Solar3_pl96_tanh_sin001_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0/pred.npy,./results/Solar3_pl96_tanh_sin001_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_tanh_sin001_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.113/results/summary.csv,tanh_sin001_ffn_linear,0.5106211304664612,0.4501895010471344,0.0,False
Solar5_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0,PatchTST,Solar5,custom,Site_5_110MW.csv,M,Power,t,96,48,96,16,8,3,128,8,256,0.2,0.2,0.0,128,3,0.0001,gelu,linear,0.0,1.0,0.0,act=gelu|ffn=gelu|out=linear|a=0,ffn_linear,2024,0.1809094995260238,0.2377755492925644,0.4253345727920532,1.1613274812698364,776.4463500976562,0.4428355693817138,0.6116844415664673,4090-142,10.21.53.142,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024,./results/Solar5_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/config.json,./results/Solar5_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/pred.npy,./results/Solar5_pl96_gelu_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_gelu_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.142/results/summary.csv,gelu_ffn_linear,0.1809094995260238,0.2377755492925644,0.0,False
Solar5_pl96_softsign_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_softsign_ffn_linear_s2024_0,PatchTST,Solar5,custom,Site_5_110MW.csv,M,Power,t,96,48,96,16,8,3,128,8,256,0.2,0.2,0.0,128,3,0.0001,softsign,linear,0.0,1.0,0.0,act=softsign|ffn=softsign|out=linear|a=0,ffn_linear,2024,0.1809094995260238,0.2377755492925644,0.4253345727920532,1.1613274812698364,776.4463500976562,0.4428355693817138,0.6116844415664673,4090-162,10.21.53.162,patchtst_smoke_20260521_retry4,patchtst_smoke_20260521_retry4_softsign_ffn_linear_s2024,./results/Solar5_pl96_softsign_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_softsign_ffn_linear_s2024_0/config.json,./results/Solar5_pl96_softsign_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_softsign_ffn_linear_s2024_0/pred.npy,./results/Solar5_pl96_softsign_ffn_linear_s2024_PatchTST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el3_dl1_df256_fc1_ebtimeF_dtTrue_patchtst_smoke_20260521_retry4_softsign_ffn_linear_s2024_0/true.npy,patchtst_remote_results/smoke_retry4_20260521/10.21.53.162/results/summary.csv,softsign_ffn_linear,0.1809094995260238,0.2377755492925644,0.0,False
