host,jobs,manifest
10.21.53.82,6,.aris/itransformer_queue_20260522_placeprobe_4gpu/itransformer_queue_manifest_10_21_53_82.json
10.21.53.113,6,.aris/itransformer_queue_20260522_placeprobe_4gpu/itransformer_queue_manifest_10_21_53_113.json
10.21.53.142,6,.aris/itransformer_queue_20260522_placeprobe_4gpu/itransformer_queue_manifest_10_21_53_142.json
10.21.53.162,6,.aris/itransformer_queue_20260522_placeprobe_4gpu/itransformer_queue_manifest_10_21_53_162.json
