model_scope,dataset,pred_len,model_family,search_space,baseline_config,action_name,action_family,action_config,comparator_config,action_mse,comparator_mse,uplift,seq_len,label_len,e_layers,d_layers,factor,d_model,n_heads,d_ff,batch_size,train_epochs,patch_len,stride,oracle_config,oracle_mse,oracle_action,baseline_mse,static_config,static_mse,oracle_gain_vs_baseline,static_gain_vs_baseline,static_regret_vs_oracle,baseline_is_oracle,scope_config_count,scope_has_output_tanh,test_sample_count,router_window_count,router_source_csv,input_volatility,input_anomaly_density_intensity,input_turbulence_score,input_mean,input_std,input_cv,input_trend,input_range,input_mean_abs_change,input_max_abs_change,input_skewness,input_kurtosis,input_realized_volatility,input_volatility_shock,input_volatility_ratio_late_early,input_upside_volatility,input_downside_volatility,input_cumulative_change,input_momentum,input_trend_consistency,input_reversal_rate,input_mean_crossing_rate,input_lag1_autocorr,input_mean_reversion_strength,input_jump_intensity,input_tail_ratio,input_max_drawdown,input_max_drawup,input_direction_entropy,input_spectral_entropy,input_dominant_frequency_energy_ratio,input_top3_frequency_energy_ratio,input_low_freq_energy_ratio,input_mid_freq_energy_ratio,input_high_freq_energy_ratio,input_spectral_centroid,input_spectral_bandwidth,input_spectral_flatness,input_daily_cycle_energy_ratio,router_time_robust_scale_ratio,router_time_iqr_mad_ratio,router_time_outlier_mass_z3,router_time_late_early_level_shift,router_time_local_roughness_ratio,router_time_trend_to_noise_ratio,router_time_dynamic_range_log,router_time_near_zero_fraction,router_norm_normalization_drift_score,router_freq_seasonal_peak_strength,router_freq_harmonic_energy_ratio,router_freq_spectral_entropy,router_freq_high_freq_noise_share,router_freq_dominant_period_to_horizon_ratio,router_timefreq_rolling_spectral_entropy_std,router_timefreq_dominant_frequency_drift,router_timefreq_burstiness_index,router_timefreq_phase_concentration,router_multivar_cross_channel_mean_abs_corr,router_multivar_correlation_condition_number,router_multivar_channel_heterogeneity_cv,router_multivar_target_channel_dominance,router_multivar_missing_or_constant_channel_ratio,pred_to_seq_ratio,ffn_to_model_ratio,has_patch,patch_to_seq_ratio,stride_to_patch_ratio,has_decoder,is_informer,is_patchtst,is_itransformer,positive
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,regime_softsign_vs_tanh,regime,softsign_all,tanh_all,0.2238896466666666,0.2247944533333333,0.004025040000987134,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,True
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,regime_swish_vs_gelu,regime,swish_all,gelu_all,0.2263062533333333,0.2299245,0.015736672980333603,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,True
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,regime_relu_vs_gelu,regime,relu_all,gelu_all,0.2364693766666666,0.2299245,-0.028465329561080215,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,False
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,placement_output_tanh_matched,placement,tanh_all_outtanh,tanh_all,0.4052433433333333,0.2247944533333333,-0.8027283917562853,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,False
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,placement_output_tanh_vs_best_linear,placement,tanh_all_outtanh,softsign_all,0.4052433433333333,0.2238896466666666,-0.8100137695811871,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,False
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,placement_encoder_tanh_vs_default,placement,enc_tanh_dec_gelu,gelu_all,0.2241025633333333,0.2299245,0.025321080035692993,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,True
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,placement_decoder_tanh_vs_default,placement,enc_gelu_dec_tanh,gelu_all,0.2345885433333333,0.2299245,-0.02028510808258052,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,False
Informer-fullgrid,Solar1,96,Informer,fullgrid,gelu_all,placement_all_tanh_vs_best_split,placement,tanh_all,enc_tanh_dec_gelu,0.2247944533333333,0.2241025633333333,-0.003087381017462409,96,48,2,1,5,0,0,0,32,6,0,0,softsign_all,0.2238896466666666,bounded_linear,0.2299245,tanh_sin001_all,0.22920594,0.026247108652333245,0.0031251997938454013,0.023745150401029664,False,9,1.0,13940,1024,Solar/Site_1_50MW.csv,1.3690903218869017,0.017055407108785236,1.0143362292694937,9.372663197212706,13.006591681451082,1.421504158637503,0.07975445097330498,37.12899525943326,1.0613221560922717,8.338662108787634,1.0202824013911067,-0.4375615313913914,2.0711836398371233,-0.06110166364362492,2110222.866419291,3.0426606406710786,3.0440555219843244,0.0,-6.513180790028672,0.5427372691826984,0.1752699180228738,0.02351732991014041,0.5395411923117921,0.04050563802808414,0.03891791890055082,271182300.53373367,37.12899525943326,37.12899525943326,0.9161684450453385,0.24001195605577716,0.7012279803259207,0.9448583570977638,0.9850512951285783,0.010708471179691311,0.004240233691730807,0.01838153128922825,0.023341085895816606,0.015191117917069084,0.7012279803259207,860781588.7186362,1245830271.6478424,0.42438761393229163,101.97006640595455,0.0856630635709654,1.8397650189562005,2.3846353729518874,0.5501505533854167,0.355248705552475,0.9005062467202055,0.9664145227541223,0.24511652073410023,0.004700861538454276,0.9999999998958331,0.27778671063061733,0.006123860677083333,6.892632939150374,0.44599500594144953,0.6219228335401792,6.744056653329963,1.273417772501647,0.005657274403654742,0.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,False
Informer-fullgrid,Solar2,24,Informer,fullgrid,gelu_all,regime_tanh_vs_default,regime,tanh_all,gelu_all,0.0660672966666666,0.07067754,0.06522925576262845,96,48,2,1,5,0,0,0,32,6,0,0,tanh_all,0.0660672966666666,bounded_linear,0.07067754,tanh_sin001_all,0.0661700833333333,0.06522925576262845,0.06377495123156099,0.001555787384268157,False,9,1.0,14012,1024,Solar/Site_2_130MW.csv,1.3450083784741522,0.026445216897143114,1.0107611062294077,18.061293620035183,25.120676961676047,1.4172322277144644,0.23243209069862225,73.0719599467599,2.068379359275508,18.49290287582076,1.0384214636957634,-0.35876325657808333,4.22263008838708,-0.03241273760013603,2.155688774498946,4.393563490854613,4.179283953880188,-0.0006766814872966043,-29.175575545746714,0.5324432996439823,0.43763434652574723,0.021629580660185176,0.48975294501381794,0.035053483635537536,0.03763015159938074,1230.128097901168,73.0517915139168,73.0614105290821,0.6818909104230846,0.24880852936659553,0.6915426619001871,0.945602759797455,0.9855135660175643,0.010405554773466589,0.004080879208973056,0.018482612735136007,0.024530799568532706,0.016044227483271462,0.6915426619001871,1138.014571720255,1271.1639984582837,0.4282735188802083,1035.881341358336,0.08435053140155335,1.8045026512557998,6.930771041930616,0.0019632975260416665,0.33349371366193936,0.8896223979217948,0.970088729696168,0.2522947405006578,0.004460099159793557,3.999999998333335,0.193070859384752,0.009826660156249998,7.3224510572843355,0.319259226636425,0.6751957731800016,15.169893571615011,0.9587743710202405,0.13489449063484588,0.0068359375,0.25,,0.0,0.0,,1.0,1.0,0.0,0.0,True
Informer-fullgrid,Solar2,24,Informer,fullgrid,gelu_all,regime_tanh_sin_vs_default,regime,tanh_sin001_all,gelu_all,0.0661700833333333,0.07067754,0.06377495123156099,96,48,2,1,5,0,0,0,32,6,0,0,tanh_all,0.0660672966666666,bounded_linear,0.07067754,tanh_sin001_all,0.0661700833333333,0.06522925576262845,0.06377495123156099,0.001555787384268157,False,9,1.0,14012,1024,Solar/Site_2_130MW.csv,1.3450083784741522,0.026445216897143114,1.0107611062294077,18.061293620035183,25.120676961676047,1.4172322277144644,0.23243209069862225,73.0719599467599,2.068379359275508,18.49290287582076,1.0384214636957634,-0.35876325657808333,4.22263008838708,-0.03241273760013603,2.155688774498946,4.393563490854613,4.179283953880188,-0.0006766814872966043,-29.175575545746714,0.5324432996439823,0.43763434652574723,0.021629580660185176,0.48975294501381794,0.035053483635537536,0.03763015159938074,1230.128097901168,73.0517915139168,73.0614105290821,0.6818909104230846,0.24880852936659553,0.6915426619001871,0.945602759797455,0.9855135660175643,0.010405554773466589,0.004080879208973056,0.018482612735136007,0.024530799568532706,0.016044227483271462,0.6915426619001871,1138.014571720255,1271.1639984582837,0.4282735188802083,1035.881341358336,0.08435053140155335,1.8045026512557998,6.930771041930616,0.0019632975260416665,0.33349371366193936,0.8896223979217948,0.970088729696168,0.2522947405006578,0.004460099159793557,3.999999998333335,0.193070859384752,0.009826660156249998,7.3224510572843355,0.319259226636425,0.6751957731800016,15.169893571615011,0.9587743710202405,0.13489449063484588,0.0068359375,0.25,,0.0,0.0,,1.0,1.0,0.0,0.0,True
