setting,dataset,pred_len,activation,activation_family,amplitude,frequency,phase,lee_type,features,target,seed,server_id,server_ip,des,mse,mae,rmse,mape,mspe,relative_mse_change,win_against_baseline,run_id,encoder_activation,decoder_activation,output_activation,activation_signature,seq_len,label_len,d_model,n_heads,e_layers,d_layers,d_ff,factor,dropout,attn,embed,batch_size,train_epochs
informer_ETTh1_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh1,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,1.1577072,0.8732702,1.075968,12.752527,48572.43,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh1,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,1.1604073,0.87255764,1.077222,12.671057,47700.777,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh1,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,1.2838762,0.9219454,1.1330826,12.657906,44164.324,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh1,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,1.2851688,0.92013025,1.1336528,12.9675,46365.72,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2026_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh1,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2026,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,1.1749066,0.8640224,1.0839311,11.747264,40890.598,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2026_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh1,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2026,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,1.1931995,0.8724072,1.0923368,11.623537,40065.277,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh2_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh2,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,4.0828333,1.741666,2.0206022,8.195834,3103.213,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh2_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh2,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,4.3410783,1.8059983,2.0835254,8.582338,3343.6558,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh2_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh2,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,3.2883813,1.5541073,1.8133894,6.5716715,2096.679,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh2_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh2,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,3.3255117,1.5588996,1.8235985,6.403018,1879.5465,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh2_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2026_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh2,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2026,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,4.217428,1.7718153,2.0536377,10.311238,4852.9263,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh2_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2026_4090-62_phase1_longvol_tanhsin001_4090-62,ETTh2,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2026,4090-62,10.21.53.62,phase1_longvol_tanhsin001_4090-62,4.2140913,1.7708627,2.0528252,10.411072,5029.6567,,,phase1_longvol_tanhsin001_4090-62_20260515_105039,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.0944602,0.83857405,1.0461645,15.162812,75959.31,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.0890518,0.83410835,1.0435765,15.283289,78074.66,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_lee_a0_lee1_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,lee,lee_oc,0.0,1.0,0.0,1,M,OT,2024,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.0904093,0.83614767,1.0442266,14.784436,71241.01,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_lee_a0_lee3_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2024_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,lee,lee_oc,0.0,1.0,0.0,3,M,OT,2024,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.1747364,0.86652213,1.0838525,8.995827,19470.13,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.1348687,0.8633044,1.0653021,15.683465,79393.91,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.1514739,0.87099046,1.0730675,14.9358635,69507.69,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_lee_a0_lee1_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,lee,lee_oc,0.0,1.0,0.0,1,M,OT,2025,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.1468171,0.8679294,1.0708954,15.632086,76800.8,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_lee_a0_lee3_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2025_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,lee,lee_oc,0.0,1.0,0.0,3,M,OT,2025,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.2125452,0.8710689,1.1011562,8.706269,17853.818,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_a0_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2026_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,tanh,bounded_sign,0.0,1.0,0.0,1,M,OT,2026,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.0794569,0.8326028,1.0389692,13.009575,51842.746,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
informer_ETTh1_tanh_sin_a0.01_ftM_sl96_ll48_pl168_dm512_nh8_el2_dl1_df2048_fc5_seed2026_4090-62_phase1_lee_specificity_ett_b16_4090-62,ETTh1,168,tanh_sin,sin_perturb,0.01,1.0,0.0,1,M,OT,2026,4090-62,10.21.53.62,phase1_lee_specificity_ett_b16_4090-62,1.0400965,0.81811833,1.0198512,12.68832,50043.996,,,phase1_lee_specificity_ett_b16_4090-62_20260515_123606,,,,,,,,,,,,,,,,,
