feature_set,eval_name,fold,action_name,action_family,feature,direction,threshold,objective,fired_count,fired_rate,precision,mean_uplift_if_fired,policy_mean_uplift
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh1/24,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06844006566580821,26,0.7428571428571429,0.7692307692307693,0.0921308576270495,0.06844006566580821
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh1/48,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06759694867122572,26,0.7428571428571429,0.7692307692307693,0.09099589244203463,0.06759694867122572
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh1/168,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06588290712493479,26,0.7428571428571429,0.7692307692307693,0.0886885288220276,0.06588290712493479
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh1/336,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06799117225992993,26,0.7428571428571429,0.7692307692307693,0.09152657804221336,0.06799117225992993
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh1/720,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06989162908893534,26,0.7428571428571429,0.8076923076923077,0.09408488531202834,0.06989162908893534
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh2/24,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06593778888670647,26,0.7428571428571429,0.7692307692307693,0.08876240811672023,0.06593778888670647
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh2/48,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06020106412597289,26,0.7428571428571429,0.7692307692307693,0.08103989401573274,0.06020106412597289
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh2/168,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06883133512274096,26,0.7428571428571429,0.7692307692307693,0.09265756651138207,0.06883133512274096
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh2/336,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.061514570073100926,26,0.7428571428571429,0.7692307692307693,0.0828080750984051,0.061514570073100926
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTh2/720,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06880388869937921,26,0.7428571428571429,0.7692307692307693,0.09262061940301049,0.06880388869937921
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm1/24,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06807763686765647,26,0.7428571428571429,0.7692307692307693,0.09164297270646063,0.06807763686765647
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm1/48,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06815855668214033,26,0.7428571428571429,0.7692307692307693,0.09175190322595814,0.06815855668214033
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm1/96,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06816161410895899,26,0.7428571428571429,0.7692307692307693,0.09175601899282941,0.06816161410895899
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm1/288,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06642117223652254,26,0.7428571428571429,0.7692307692307693,0.08941311647224189,0.06642117223652254
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm1/672,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.07040474338823939,26,0.7428571428571429,0.8076923076923077,0.09477561609955301,0.07040474338823939
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm2/24,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.05802650006988313,26,0.7428571428571429,0.7692307692307693,0.0781125962479196,0.05802650006988313
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm2/48,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06934351207542828,26,0.7428571428571429,0.8076923076923077,0.09334703548615345,0.06934351207542828
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm2/96,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06382386668048959,26,0.7428571428571429,0.7692307692307693,0.08591674360835137,0.06382386668048959
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm2/288,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06252418842024739,26,0.7428571428571429,0.7692307692307693,0.08416717671956378,0.06252418842024739
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:ETTm2/672,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.05752879152404059,26,0.7428571428571429,0.7692307692307693,0.07744260397467004,0.05752879152404059
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar1/24,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06960534127045297,26,0.7428571428571429,0.8076923076923077,0.0936994978640713,0.06960534127045297
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar1/96,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06939955154782484,26,0.7428571428571429,0.8076923076923077,0.09342247323745652,0.06939955154782484
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar2/24,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar2/96,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar3/24,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar3/96,placement_all_tanh_vs_best_split,placement,input_volatility,low,1.3407251612611217,0.06937513294393632,24,0.6857142857142857,0.8333333333333334,0.10117206887657378,0.06937513294393632
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar4/24,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar4/96,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar5/24,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar5/96,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar6/24,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar6/96,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar7/24,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar7/96,placement_all_tanh_vs_best_split,placement,input_volatility_ratio_late_early,low,1.2052642270846243,0.06931458959816461,21,0.6,0.8571428571428571,0.115524315996941,0.06931458959816461
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar8/24,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06934868157452123,26,0.7428571428571429,0.8076923076923077,0.09335399442724013,0.06934868157452123
data,leave_pair_cell,placement_all_tanh_vs_best_split:Informer-fullgrid:Solar8/96,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.2850457302658641,0.06920456003775254,26,0.7428571428571429,0.7692307692307693,0.09315998466620533,0.06920456003775254
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh1/24,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.02908407439772574,26,0.7428571428571429,0.6923076923076923,0.03915163861232311,0.02908407439772574
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh1/48,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.03121688882331734,26,0.7428571428571429,0.7307692307692307,0.04202273495446565,0.03121688882331734
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh1/168,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.030074659288194246,26,0.7428571428571429,0.7307692307692307,0.040485118272569176,0.030074659288194246
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh1/336,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.02833446688589601,26,0.7428571428571429,0.6923076923076923,0.0381425515771677,0.02833446688589601
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh1/720,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.030386389505910338,26,0.7428571428571429,0.7307692307692307,0.040904755104110076,0.030386389505910338
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh2/24,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.024957828800267576,26,0.7428571428571429,0.6923076923076923,0.03359707723112943,0.024957828800267576
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh2/48,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.029030186871681296,26,0.7428571428571429,0.6923076923076923,0.039079097711878674,0.029030186871681296
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh2/168,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.029814781734855668,26,0.7428571428571429,0.7307692307692307,0.04013528310461341,0.029814781734855668
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh2/336,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.0267717828208449,26,0.7428571428571429,0.6923076923076923,0.03603893841267583,0.0267717828208449
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTh2/720,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.02838766487575886,26,0.7428571428571429,0.6923076923076923,0.038214164255829235,0.02838766487575886
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm1/24,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.02711766959692904,26,0.7428571428571429,0.6923076923076923,0.03650455522663525,0.02711766959692904
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm1/48,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.02848114079410479,26,0.7428571428571429,0.6923076923076923,0.03833999722283337,0.02848114079410479
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm1/96,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.029455318602917474,26,0.7428571428571429,0.6923076923076923,0.03965139042700429,0.029455318602917474
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm1/288,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.03215762873069337,26,0.7428571428571429,0.7307692307692307,0.0432891155990103,0.03215762873069337
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm1/672,placement_decoder_tanh_vs_default,placement,input_cv,low,1.3178090296762397,0.028691321153472314,21,0.6,0.6666666666666666,0.047818868589120524,0.028691321153472314
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm2/24,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.027354205958457296,26,0.7428571428571429,0.6923076923076923,0.036822969559461745,0.027354205958457296
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm2/48,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.025403563189043018,26,0.7428571428571429,0.6923076923076923,0.03419710429294252,0.025403563189043018
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm2/96,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.03439336070784975,26,0.7428571428571429,0.7307692307692307,0.046298754799028514,0.03439336070784975
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm2/288,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.024724112018613523,26,0.7428571428571429,0.6923076923076923,0.033282458486595126,0.024724112018613523
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:ETTm2/672,placement_decoder_tanh_vs_default,placement,input_turbulence_score,low,0.9434598360739614,0.025493952557223438,26,0.7428571428571429,0.6923076923076923,0.034318782288570014,0.025493952557223438
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar1/24,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar1/96,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar2/24,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar2/96,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar3/24,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar3/96,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar4/24,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar4/96,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar5/24,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
data,leave_pair_cell,placement_decoder_tanh_vs_default:Informer-fullgrid:Solar5/96,placement_decoder_tanh_vs_default,placement,input_range,low,10.723791273646748,0.030015265646741673,19,0.5428571428571428,0.7368421052631579,0.05529127882294519,0.030015265646741673
