target,feature,spearman,pearson,abs_spearman
oracle_gain_vs_baseline,router_timefreq_phase_concentration,-0.07778799507879838,-0.13881131689427997,0.07778799507879838
static_regret_vs_oracle,input_tail_ratio,-0.07626342124837188,0.08747891671734082,0.07626342124837188
oracle_gain_vs_baseline,router_time_near_zero_fraction,0.07312521538757,-0.22714732232058493,0.07312521538757
static_regret_vs_oracle,ffn_to_model_ratio,0.07295107223530023,0.010483887198032458,0.07295107223530023
static_regret_vs_oracle,pred_to_seq_ratio,-0.07221504059905336,-0.13905879605567867,0.07221504059905336
oracle_gain_vs_baseline,router_multivar_channel_heterogeneity_cv,-0.06903602921770771,-0.3144539839306394,0.06903602921770771
static_regret_vs_oracle,router_time_iqr_mad_ratio,-0.06662072927214932,0.07274467323986959,0.06662072927214932
oracle_gain_vs_baseline,input_tail_ratio,-0.06652147186209584,-0.1544345225797652,0.06652147186209584
static_regret_vs_oracle,input_range,-0.06055676833864853,-0.11131068367356825,0.06055676833864853
static_regret_vs_oracle,router_time_dynamic_range_log,0.059297585193987166,-0.1322016986672796,0.059297585193987166
oracle_gain_vs_baseline,input_trend,-0.05822669824748006,0.11142900062597262,0.05822669824748006
static_regret_vs_oracle,input_downside_volatility,0.05373067023864219,-0.02597744927749055,0.05373067023864219
static_regret_vs_oracle,router_time_late_early_level_shift,0.05329989705757382,-0.09351335393078633,0.05329989705757382
oracle_gain_vs_baseline,router_time_dynamic_range_log,-0.053066957180120645,-0.14750315794564597,0.053066957180120645
oracle_gain_vs_baseline,router_multivar_target_channel_dominance,-0.049638015331558996,0.2811891177853988,0.049638015331558996
static_regret_vs_oracle,input_max_abs_change,0.048230028080384645,-0.049115711536885064,0.048230028080384645
static_regret_vs_oracle,input_std,-0.04640752616048004,-0.11656851717501661,0.04640752616048004
static_regret_vs_oracle,input_max_drawup,-0.04302761350902058,-0.10967806764019188,0.04302761350902058
static_regret_vs_oracle,input_skewness,-0.04067492921241646,0.07056472259230637,0.04067492921241646
static_regret_vs_oracle,input_mean_abs_change,-0.03938260966921137,-0.1063786261550643,0.03938260966921137
oracle_gain_vs_baseline,router_time_local_roughness_ratio,0.03843680529292431,-0.028858090401360233,0.03843680529292431
static_regret_vs_oracle,input_direction_entropy,-0.03172810160561202,-0.0538529382156997,0.03172810160561202
