feature,train_mean_gain_vs_static,train_positive_vs_static_rate,train_regret_vs_oracle,train_action_hit_rate,outer_mode,outer_fold,selection_mode
router_freq_seasonal_peak_strength,0.002168100882235012,0.3333333333333333,0.0006320388849271771,0.8571428571428571,leave_model_scope,Informer-fullgrid,train_score
router_multivar_correlation_condition_number,0.001633061121104707,0.3333333333333333,0.0011659480859984893,0.8571428571428571,leave_model_scope,Informer-fullgrid,train_score
patch_to_seq_ratio,0.0011538277731670031,0.3333333333333333,0.0016463119939951862,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
seq_len,0.0011538277731670031,0.3333333333333333,0.0016463119939951862,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
input_dominant_frequency_energy_ratio,0.0011538277731670031,0.3333333333333333,0.0016463119939951862,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
input_jump_intensity,0.0011538277731670031,0.3333333333333333,0.0016463119939951862,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
input_turbulence_score,0.0011538277731670031,0.3333333333333333,0.0016463119939951862,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
router_multivar_missing_or_constant_channel_ratio,0.0010510697264831971,0.38095238095238093,0.0017468941801235278,0.8095238095238095,leave_model_scope,Informer-fullgrid,train_score
router_freq_harmonic_energy_ratio,0.0010509682039209322,0.23809523809523808,0.001762688976532436,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
input_daily_cycle_energy_ratio,0.0007302670060806874,0.3333333333333333,0.002069872761081502,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
router_timefreq_dominant_frequency_drift,0.00041549681192370585,0.3333333333333333,0.0023910648608606463,0.7619047619047619,leave_model_scope,Informer-fullgrid,train_score
router_freq_spectral_entropy,0.00036613124363475783,0.19047619047619047,0.0024483823922089565,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
input_spectral_entropy,0.00035749781525543306,0.2857142857142857,0.002453983504642471,0.7142857142857143,leave_model_scope,Informer-fullgrid,train_score
n_heads,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
d_model,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
train_epochs,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
d_ff,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
scope_config_count,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
d_layers,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
pred_to_seq_ratio,0.00031648176910041787,0.14285714285714285,0.0025040644647191575,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
d_layers,0.025067196556550247,0.6222222222222222,0.008789796837340156,0.7555555555555555,leave_model_scope,PatchTST-transfer,train_score
