model_scope,dataset,pred_len,seq_len,label_len,e_layers,d_layers,factor,action,action_config,action_mse,baseline_config,baseline_mse,oracle_mse,static_mse,oracle_action,static_config,action_gain_vs_baseline,action_regret_vs_oracle,action_gain_vs_static
Informer-fullgrid,Solar4,24,96,48,2,1,5,bounded_linear,tanh_sin001_all,0.2198203,gelu_all,0.22417717,0.2198203,0.2198203,bounded_linear,tanh_sin001_all,0.019434940676608652,0.0,0.0
Informer-fullgrid,Solar4,24,96,48,2,1,5,other_linear,swish_all,0.2200813999999999,gelu_all,0.22417717,0.2198203,0.2198203,bounded_linear,tanh_sin001_all,0.018270236884514644,0.0011877883889700046,-0.0011877883889700046
Informer-fullgrid,Solar4,24,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.34498765,gelu_all,0.22417717,0.2198203,0.2198203,bounded_linear,tanh_sin001_all,-0.5389062588309058,0.5694076024825732,-0.5694076024825732
Informer-fullgrid,Solar4,96,96,48,2,1,5,baseline,gelu_all,0.2962589366666666,gelu_all,0.2962589366666666,0.2904489733333333,0.29505972,bounded_linear,tanh_sin001_all,0.0,0.020003387399360795,-0.004064318459553063
Informer-fullgrid,Solar4,96,96,48,2,1,5,bounded_linear,enc_tanh_dec_gelu,0.2904489733333333,gelu_all,0.2962589366666666,0.2904489733333333,0.29505972,bounded_linear,tanh_sin001_all,0.019611098988957465,0.0,0.015626486281037345
Informer-fullgrid,Solar4,96,96,48,2,1,5,other_linear,swish_all,0.2982403633333333,gelu_all,0.2962589366666666,0.2904489733333333,0.29505972,bounded_linear,tanh_sin001_all,-0.006688158301520257,0.026825331522374613,-0.010779659566318602
Informer-fullgrid,Solar4,96,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.3920486766666666,gelu_all,0.2962589366666666,0.2904489733333333,0.29505972,bounded_linear,tanh_sin001_all,-0.32333114091939474,0.3498022463888435,-0.32870958010353485
Informer-fullgrid,Solar5,24,96,48,2,1,5,baseline,gelu_all,0.11345904,gelu_all,0.11345904,0.1086942266666666,0.1111889983333333,other_linear,tanh_sin001_all,0.0,0.04383685757244204,-0.020416063645625628
Informer-fullgrid,Solar5,24,96,48,2,1,5,bounded_linear,tanh_all,0.1097140836666666,gelu_all,0.11345904,0.1086942266666666,0.1111889983333333,other_linear,tanh_sin001_all,0.033007121630267595,0.009382807452392132,0.013264933480604419
Informer-fullgrid,Solar5,24,96,48,2,1,5,other_linear,swish_all,0.1086942266666666,gelu_all,0.11345904,0.1086942266666666,0.1111889983333333,other_linear,tanh_sin001_all,0.04199588973547983,0.0,0.022437216847548434
Informer-fullgrid,Solar5,24,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.22753084,gelu_all,0.11345904,0.1086942266666666,0.1111889983333333,other_linear,tanh_sin001_all,-1.0054007155357565,1.0933111810783709,-1.0463431041791176
Informer-fullgrid,Solar5,96,96,48,2,1,5,baseline,gelu_all,0.1952658699999999,gelu_all,0.1952658699999999,0.1803903966666666,0.1809671666666666,bounded_linear,tanh_sin001_all,0.0,0.08246266768192138,-0.07901269383120128
Informer-fullgrid,Solar5,96,96,48,2,1,5,bounded_linear,enc_tanh_dec_gelu,0.1803903966666666,gelu_all,0.1952658699999999,0.1803903966666666,0.1809671666666666,bounded_linear,tanh_sin001_all,0.07618061125240838,0.0,0.00318715273396742
Informer-fullgrid,Solar5,96,96,48,2,1,5,other_linear,swish_all,0.19378323,gelu_all,0.1952658699999999,0.1803903966666666,0.1809671666666666,bounded_linear,tanh_sin001_all,0.007592929578527456,0.07424360487482759,-0.07081982643260376
Informer-fullgrid,Solar5,96,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.26462264,gelu_all,0.1952658699999999,0.1803903966666666,0.1809671666666666,bounded_linear,tanh_sin001_all,-0.3551914627989016,0.46694416604106437,-0.46226879093168904
Informer-fullgrid,Solar6,24,96,48,2,1,5,baseline,gelu_all,0.2678011566666666,gelu_all,0.2678011566666666,0.2647689099999999,0.2647689099999999,bounded_linear,tanh_sin001_all,0.0,0.01145242720025808,-0.01145242720025808
Informer-fullgrid,Solar6,24,96,48,2,1,5,bounded_linear,tanh_sin001_all,0.2647689099999999,gelu_all,0.2678011566666666,0.2647689099999999,0.2647689099999999,bounded_linear,tanh_sin001_all,0.011322754182279111,0.0,0.0
Informer-fullgrid,Solar6,24,96,48,2,1,5,other_linear,swish_all,0.2657749533333333,gelu_all,0.2678011566666666,0.2647689099999999,0.2647689099999999,bounded_linear,tanh_sin001_all,0.007566073868214598,0.0037997034218759797,-0.0037997034218759797
Informer-fullgrid,Solar6,24,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.3271296966666666,gelu_all,0.2678011566666666,0.2647689099999999,0.2647689099999999,bounded_linear,tanh_sin001_all,-0.22153952110761982,0.23552911354534295,-0.23552911354534295
Informer-fullgrid,Solar6,96,96,48,2,1,5,baseline,gelu_all,0.3658587066666667,gelu_all,0.3658587066666667,0.35758402,0.35758402,bounded_linear,tanh_sin001_all,0.0,0.0231405381780391,-0.0231405381780391
Informer-fullgrid,Solar6,96,96,48,2,1,5,bounded_linear,tanh_sin001_all,0.35758402,gelu_all,0.3658587066666667,0.35758402,0.35758402,bounded_linear,tanh_sin001_all,0.022617164812222854,0.0,0.0
Informer-fullgrid,Solar6,96,96,48,2,1,5,other_linear,swish_all,0.3620450733333333,gelu_all,0.3658587066666667,0.35758402,0.35758402,bounded_linear,tanh_sin001_all,0.010423787281377985,0.01247553884911663,-0.01247553884911663
Informer-fullgrid,Solar6,96,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.38173885,gelu_all,0.3658587066666667,0.35758402,0.35758402,bounded_linear,tanh_sin001_all,-0.043405126197534206,0.06755008235546996,-0.06755008235546996
Informer-fullgrid,Solar7,24,96,48,2,1,5,baseline,gelu_all,3.861249133333333,gelu_all,3.861249133333333,3.280724533333333,4.6540805,other_linear,tanh_sin001_all,0.0,0.17695012004258912,0.17035188082085534
Informer-fullgrid,Solar7,24,96,48,2,1,5,bounded_linear,enc_tanh_dec_gelu,3.5683905333333334,gelu_all,3.861249133333333,3.280724533333333,4.6540805,other_linear,tanh_sin001_all,0.07584555927039632,0.08768367995459886,0.23327700641763
Informer-fullgrid,Solar7,24,96,48,2,1,5,other_linear,relu_all,3.280724533333333,gelu_all,3.861249133333333,3.280724533333333,4.6540805,other_linear,tanh_sin001_all,0.1503463205698012,0.0,0.2950864229070957
Informer-fullgrid,Solar7,24,96,48,2,1,5,output_tanh,tanh_all_outtanh,10.812778,gelu_all,3.861249133333333,3.280724533333333,4.6540805,other_linear,tanh_sin001_all,-1.8003316094410002,2.295850623890642,-1.3232898528506327
Informer-fullgrid,Solar7,96,96,48,2,1,5,baseline,gelu_all,7.969580333333333,gelu_all,7.969580333333333,4.969628033333334,6.100530066666667,bounded_linear,tanh_sin001_all,0.0,0.603657311951335,-0.3063750602393009
Informer-fullgrid,Solar7,96,96,48,2,1,5,bounded_linear,enc_tanh_dec_gelu,4.969628033333334,gelu_all,7.969580333333333,4.969628033333334,6.100530066666667,bounded_linear,tanh_sin001_all,0.37642537932047526,0.0,0.18537766734608666
Informer-fullgrid,Solar7,96,96,48,2,1,5,other_linear,swish_all,7.295237,gelu_all,7.969580333333333,4.969628033333334,6.100530066666667,bounded_linear,tanh_sin001_all,0.084614660387178,0.46796439312315796,-0.1958365781788732
Informer-fullgrid,Solar7,96,96,48,2,1,5,output_tanh,tanh_all_outtanh,10.503917666666666,gelu_all,7.969580333333333,4.969628033333334,6.100530066666667,bounded_linear,tanh_sin001_all,-0.3180013535635356,1.1136225078039206,-0.7218040976570439
Informer-fullgrid,Solar8,24,96,48,2,1,5,baseline,gelu_all,0.2176429366666666,gelu_all,0.2176429366666666,0.21601371,0.21601371,bounded_linear,tanh_sin001_all,0.0,0.007542237326818721,-0.007542237326818721
Informer-fullgrid,Solar8,24,96,48,2,1,5,bounded_linear,tanh_sin001_all,0.21601371,gelu_all,0.2176429366666666,0.21601371,0.21601371,bounded_linear,tanh_sin001_all,0.007485777813969926,0.0,0.0
Informer-fullgrid,Solar8,24,96,48,2,1,5,other_linear,swish_all,0.2171770733333333,gelu_all,0.2176429366666666,0.21601371,0.21601371,bounded_linear,tanh_sin001_all,0.00214049369333215,0.0053855995220549015,-0.0053855995220549015
Informer-fullgrid,Solar8,24,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.3381037333333334,gelu_all,0.2176429366666666,0.21601371,0.21601371,bounded_linear,tanh_sin001_all,-0.553479007918184,0.5651957152781338,-0.5651957152781338
Informer-fullgrid,Solar8,96,96,48,2,1,5,baseline,gelu_all,0.31376261,gelu_all,0.31376261,0.30559342,0.3089488333333333,bounded_linear,tanh_sin001_all,0.0,0.026732218252605022,-0.015581145313706362
Informer-fullgrid,Solar8,96,96,48,2,1,5,bounded_linear,softsign_all,0.30559342,gelu_all,0.31376261,0.30559342,0.3089488333333333,bounded_linear,tanh_sin001_all,0.02603621253660528,0.0,0.010860741233850307
Informer-fullgrid,Solar8,96,96,48,2,1,5,other_linear,swish_all,0.31299231,gelu_all,0.31376261,0.30559342,0.3089488333333333,bounded_linear,tanh_sin001_all,0.0024550407711103677,0.02421154879578229,-0.01308785219559025
Informer-fullgrid,Solar8,96,96,48,2,1,5,output_tanh,tanh_all_outtanh,0.3903755366666666,gelu_all,0.31376261,0.30559342,0.3089488333333333,bounded_linear,tanh_sin001_all,-0.24417481313871842,0.27743436578793673,-0.26356048169788626
PatchTST-transfer,ETTh2,168,336,0,3,0,0,baseline,gelu_ffn_linear,0.3258797923723855,gelu_ffn_linear,0.3258797923723855,0.3258797923723855,0.3258797923723855,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,ETTh2,168,336,0,3,0,0,bounded_linear,tanh_ffn_linear,0.3310161928335826,gelu_ffn_linear,0.3258797923723855,0.3258797923723855,0.3258797923723855,baseline,gelu_ffn_linear,-0.015761641505305915,0.015761641505305915,-0.015761641505305915
PatchTST-transfer,ETTh2,336,336,0,3,0,0,baseline,gelu_ffn_linear,0.3284500340620677,gelu_ffn_linear,0.3284500340620677,0.3284500340620677,0.3284500340620677,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,ETTh2,336,336,0,3,0,0,bounded_linear,tanh_ffn_linear,0.333190510670344,gelu_ffn_linear,0.3284500340620677,0.3284500340620677,0.3284500340620677,baseline,gelu_ffn_linear,-0.014432869893934908,0.014432869893934908,-0.014432869893934908
PatchTST-transfer,ETTh2,336,336,0,3,0,0,output_tanh,gelu_ffn_outtanh,0.3373213112354278,gelu_ffn_linear,0.3284500340620677,0.3284500340620677,0.3284500340620677,baseline,gelu_ffn_linear,-0.02700951820173566,0.02700951820173566,-0.02700951820173566
PatchTST-transfer,ETTh2,720,336,0,3,0,0,baseline,gelu_ffn_linear,0.3808809022108714,gelu_ffn_linear,0.3808809022108714,0.3783149619897206,0.3808809022108714,bounded_linear,gelu_ffn_linear,0.0,0.00678255020011746,0.0
PatchTST-transfer,ETTh2,720,336,0,3,0,0,bounded_linear,softsign_ffn_linear,0.3783149619897206,gelu_ffn_linear,0.3808809022108714,0.3783149619897206,0.3808809022108714,bounded_linear,gelu_ffn_linear,0.00673685712845271,0.0,0.00673685712845271
PatchTST-transfer,ETTh2,720,336,0,3,0,0,output_tanh,tanh_ffn_outtanh,0.3815467158953349,gelu_ffn_linear,0.3808809022108714,0.3783149619897206,0.3808809022108714,bounded_linear,gelu_ffn_linear,-0.0017480889186060557,0.00854249561956823,-0.0017480889186060557
PatchTST-transfer,ETTm2,96,336,0,3,0,0,baseline,gelu_ffn_linear,0.1655888458093007,gelu_ffn_linear,0.1655888458093007,0.1655888458093007,0.1655888458093007,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,ETTm2,96,336,0,3,0,0,bounded_linear,tanh_ffn_linear,0.1668868412574131,gelu_ffn_linear,0.1655888458093007,0.1655888458093007,0.1655888458093007,baseline,gelu_ffn_linear,-0.007838664746822576,0.007838664746822576,-0.007838664746822576
PatchTST-transfer,ETTm2,288,336,0,3,0,0,baseline,gelu_ffn_linear,0.2627387841542561,gelu_ffn_linear,0.2627387841542561,0.2627387841542561,0.2627387841542561,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,ETTm2,288,336,0,3,0,0,bounded_linear,softsign_ffn_linear,0.2633981804052988,gelu_ffn_linear,0.2627387841542561,0.2627387841542561,0.2627387841542561,baseline,gelu_ffn_linear,-0.002509702757304108,0.002509702757304108,-0.002509702757304108
PatchTST-transfer,ETTm2,288,336,0,3,0,0,output_tanh,tanh_ffn_outtanh,0.2682887812455495,gelu_ffn_linear,0.2627387841542561,0.2627387841542561,0.2627387841542561,baseline,gelu_ffn_linear,-0.021123630868425353,0.021123630868425353,-0.021123630868425353
PatchTST-transfer,ETTm2,672,336,0,3,0,0,baseline,gelu_ffn_linear,0.3552324970563252,gelu_ffn_linear,0.3552324970563252,0.3552324970563252,0.3552324970563252,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,ETTm2,672,336,0,3,0,0,bounded_linear,tanh_ffn_linear,0.3589660724004109,gelu_ffn_linear,0.3552324970563252,0.3552324970563252,0.3552324970563252,baseline,gelu_ffn_linear,-0.010510230271792117,0.010510230271792117,-0.010510230271792117
PatchTST-transfer,ETTm2,672,336,0,3,0,0,output_tanh,gelu_ffn_outtanh,0.3585897882779439,gelu_ffn_linear,0.3552324970563252,0.3552324970563252,0.3552324970563252,baseline,gelu_ffn_linear,-0.009450968730167668,0.009450968730167668,-0.009450968730167668
PatchTST-transfer,Solar2,24,96,0,3,0,0,baseline,gelu_ffn_linear,0.0654503032565115,gelu_ffn_linear,0.0654503032565115,0.0651733204722403,0.0654503032565115,bounded_linear,gelu_ffn_linear,0.0,0.004249941268362653,0.0
PatchTST-transfer,Solar2,24,96,0,3,0,0,bounded_linear,tanh_sin001_ffn_linear,0.0651733204722403,gelu_ffn_linear,0.0654503032565115,0.0651733204722403,0.0654503032565115,bounded_linear,gelu_ffn_linear,0.004231955705165388,0.0,0.004231955705165388
PatchTST-transfer,Solar2,96,96,0,3,0,0,baseline,gelu_ffn_linear,0.0996658479173978,gelu_ffn_linear,0.0996658479173978,0.0985503618915875,0.0996658479173978,bounded_linear,gelu_ffn_linear,0.0,0.0113189439835585,0.0
PatchTST-transfer,Solar2,96,96,0,3,0,0,bounded_linear,softsign_ffn_linear,0.0985503618915875,gelu_ffn_linear,0.0996658479173978,0.0985503618915875,0.0996658479173978,bounded_linear,gelu_ffn_linear,0.011192259426065412,0.0,0.011192259426065412
PatchTST-transfer,Solar3,24,96,0,3,0,0,baseline,gelu_ffn_linear,0.2790345549583435,gelu_ffn_linear,0.2790345549583435,0.2790345549583435,0.2790345549583435,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,Solar3,24,96,0,3,0,0,bounded_linear,tanh_sin001_ffn_linear,0.2818666497866313,gelu_ffn_linear,0.2790345549583435,0.2790345549583435,0.2790345549583435,baseline,gelu_ffn_linear,-0.010149620460844272,0.010149620460844272,-0.010149620460844272
PatchTST-transfer,Solar3,96,96,0,3,0,0,baseline,gelu_ffn_linear,0.4464092453320821,gelu_ffn_linear,0.4464092453320821,0.4464092453320821,0.4464092453320821,baseline,gelu_ffn_linear,0.0,0.0,0.0
PatchTST-transfer,Solar3,96,96,0,3,0,0,bounded_linear,tanh_sin001_ffn_linear,0.4513867596785227,gelu_ffn_linear,0.4464092453320821,0.4464092453320821,0.4464092453320821,baseline,gelu_ffn_linear,-0.01115011482958392,0.01115011482958392,-0.01115011482958392
PatchTST-transfer,Solar3,96,96,0,3,0,0,output_tanh,gelu_ffn_outtanh,0.489565630753835,gelu_ffn_linear,0.4464092453320821,0.4464092453320821,0.4464092453320821,baseline,gelu_ffn_linear,-0.0966744884274273,0.0966744884274273,-0.0966744884274273
PatchTST-transfer,Solar5,24,96,0,3,0,0,baseline,gelu_ffn_linear,0.1147918154795964,gelu_ffn_linear,0.1147918154795964,0.1132596855362256,0.1147918154795964,bounded_linear,gelu_ffn_linear,0.0,0.013527584295479492,0.0
PatchTST-transfer,Solar5,24,96,0,3,0,0,bounded_linear,tanh_sin001_ffn_linear,0.1132596855362256,gelu_ffn_linear,0.1147918154795964,0.1132596855362256,0.1147918154795964,bounded_linear,gelu_ffn_linear,0.013347031205749323,0.0,0.013347031205749323
PatchTST-transfer,Solar5,96,96,0,3,0,0,baseline,gelu_ffn_linear,0.1763663589954376,gelu_ffn_linear,0.1763663589954376,0.1745828092098235,0.1763663589954376,bounded_linear,gelu_ffn_linear,0.0,0.010216067628230944,0.0
PatchTST-transfer,Solar5,96,96,0,3,0,0,bounded_linear,softsign_ffn_linear,0.1745828092098235,gelu_ffn_linear,0.1763663589954376,0.1745828092098235,0.1763663589954376,bounded_linear,gelu_ffn_linear,0.010112755038846356,0.0,0.010112755038846356
PatchTST-transfer,Solar5,96,96,0,3,0,0,output_tanh,tanh_ffn_outtanh,0.2039782255887985,gelu_ffn_linear,0.1763663589954376,0.1745828092098235,0.1763663589954376,bounded_linear,gelu_ffn_linear,-0.1565597132618426,0.16837520550861296,-0.1565597132618426
iTransformer-placeprobe,ETTh2,96,96,48,2,1,1,baseline,gelu_ffn_linear,0.3015976250171661,gelu_ffn_linear,0.3015976250171661,0.2996672689914703,0.3000729382038116,output_tanh,swish_ffn_outtanh,0.0,0.0064416645574687246,-0.0050810540346657804
iTransformer-placeprobe,ETTh2,96,96,48,2,1,1,bounded_linear,softsign_ffn_linear,0.3027016818523407,gelu_ffn_linear,0.3015976250171661,0.2996672689914703,0.3000729382038116,output_tanh,swish_ffn_outtanh,-0.0036606947256689316,0.01012594025060771,-0.008760348948040252
iTransformer-placeprobe,ETTh2,96,96,48,2,1,1,other_linear,relu_ffn_linear,0.3015280365943908,gelu_ffn_linear,0.3015976250171661,0.2996672689914703,0.3000729382038116,output_tanh,swish_ffn_outtanh,0.00023073266167566067,0.006209445593384098,-0.004849149007868583
iTransformer-placeprobe,ETTh2,96,96,48,2,1,1,output_tanh,gelu_ffn_outtanh,0.2996672689914703,gelu_ffn_linear,0.3015976250171661,0.2996672689914703,0.3000729382038116,output_tanh,swish_ffn_outtanh,0.006400435101522866,0.0,0.0013519020234532956
iTransformer-placeprobe,ETTm2,96,96,48,2,1,1,baseline,gelu_ffn_linear,0.1842259466648101,gelu_ffn_linear,0.1842259466648101,0.1838691085577011,0.1848336607217788,bounded_linear,swish_ffn_outtanh,0.0,0.0019407181005449046,0.0032878970994544747
iTransformer-placeprobe,ETTm2,96,96,48,2,1,1,bounded_linear,tanh_sin001_ffn_linear,0.1838691085577011,gelu_ffn_linear,0.1842259466648101,0.1838691085577011,0.1848336607217788,bounded_linear,swish_ffn_outtanh,0.0019369590091358612,0.0,0.005218487586682436
iTransformer-placeprobe,ETTm2,96,96,48,2,1,1,other_linear,swish_ffn_linear,0.1840196102857589,gelu_ffn_linear,0.1842259466648101,0.1838691085577011,0.1848336607217788,bounded_linear,swish_ffn_outtanh,0.001120018014762205,0.0008185264465485141,0.004404232610234607
iTransformer-placeprobe,ETTm2,96,96,48,2,1,1,output_tanh,tanh_sin001_ffn_outtanh,0.1847056299448013,gelu_ffn_linear,0.1842259466648101,0.1838691085577011,0.1848336607217788,bounded_linear,swish_ffn_outtanh,-0.002603776985138609,0.0045495482828083545,0.0006926810651129294
iTransformer-placeprobe,ETTm2,720,96,48,2,1,1,baseline,gelu_ffn_linear,0.414091557264328,gelu_ffn_linear,0.414091557264328,0.408508151769638,0.4103966057300567,output_tanh,swish_ffn_outtanh,0.0,0.013667794560531897,-0.009003367675759225
iTransformer-placeprobe,ETTm2,720,96,48,2,1,1,bounded_linear,tanh_sin001_ffn_linear,0.4144042432308197,gelu_ffn_linear,0.414091557264328,0.408508151769638,0.4103966057300567,output_tanh,swish_ffn_outtanh,-0.000755113116909316,0.014433228408393093,-0.009765279353696863
iTransformer-placeprobe,ETTm2,720,96,48,2,1,1,other_linear,swish_ffn_linear,0.4140563607215881,gelu_ffn_linear,0.414091557264328,0.408508151769638,0.4103966057300567,output_tanh,swish_ffn_outtanh,8.499700639261425e-05,0.013581635832517648,-0.008917605410066719
iTransformer-placeprobe,ETTm2,720,96,48,2,1,1,output_tanh,tanh_ffn_outtanh,0.408508151769638,gelu_ffn_linear,0.414091557264328,0.408508151769638,0.4103966057300567,output_tanh,swish_ffn_outtanh,0.013483504787145247,0.0,0.00460153406254255
iTransformer-stage1,ETTh2,96,96,48,2,1,1,baseline,gelu_ffn_linear,0.3015976250171661,gelu_ffn_linear,0.3015976250171661,0.3015976250171661,0.3015976250171661,baseline,gelu_ffn_linear,0.0,0.0,0.0
iTransformer-stage1,ETTh2,96,96,48,2,1,1,bounded_linear,softsign_ffn_linear,0.3027016818523407,gelu_ffn_linear,0.3015976250171661,0.3015976250171661,0.3015976250171661,baseline,gelu_ffn_linear,-0.0036606947256689316,0.0036606947256689316,-0.0036606947256689316
iTransformer-stage1,ETTh2,336,96,48,2,1,1,baseline,gelu_ffn_linear,0.4228940308094024,gelu_ffn_linear,0.4228940308094024,0.4228940308094024,0.4228940308094024,baseline,gelu_ffn_linear,0.0,0.0,0.0
iTransformer-stage1,ETTh2,336,96,48,2,1,1,bounded_linear,softsign_ffn_linear,0.4282671809196472,gelu_ffn_linear,0.4228940308094024,0.4228940308094024,0.4228940308094024,baseline,gelu_ffn_linear,-0.012705665530347663,0.012705665530347663,-0.012705665530347663
iTransformer-stage1,ETTh2,720,96,48,2,1,1,baseline,gelu_ffn_linear,0.4289864897727966,gelu_ffn_linear,0.4289864897727966,0.4289864897727966,0.4289864897727966,baseline,gelu_ffn_linear,0.0,0.0,0.0
iTransformer-stage1,ETTh2,720,96,48,2,1,1,bounded_linear,softsign_ffn_linear,0.4336353540420532,gelu_ffn_linear,0.4289864897727966,0.4289864897727966,0.4289864897727966,baseline,gelu_ffn_linear,-0.010836854726401331,0.010836854726401331,-0.010836854726401331
iTransformer-stage1,ETTm2,96,96,48,2,1,1,baseline,gelu_ffn_linear,0.1842259466648101,gelu_ffn_linear,0.1842259466648101,0.1838691085577011,0.1842259466648101,bounded_linear,gelu_ffn_linear,0.0,0.0019407181005449046,0.0
iTransformer-stage1,ETTm2,96,96,48,2,1,1,bounded_linear,tanh_sin001_ffn_linear,0.1838691085577011,gelu_ffn_linear,0.1842259466648101,0.1838691085577011,0.1842259466648101,bounded_linear,gelu_ffn_linear,0.0019369590091358612,0.0,0.0019369590091358612
iTransformer-stage1,ETTm2,336,96,48,2,1,1,baseline,gelu_ffn_linear,0.3134183883666992,gelu_ffn_linear,0.3134183883666992,0.3134183883666992,0.3134183883666992,baseline,gelu_ffn_linear,0.0,0.0,0.0
iTransformer-stage1,ETTm2,336,96,48,2,1,1,bounded_linear,tanh_sin001_ffn_linear,0.3155714869499206,gelu_ffn_linear,0.3134183883666992,0.3134183883666992,0.3134183883666992,baseline,gelu_ffn_linear,-0.006869726420462148,0.006869726420462148,-0.006869726420462148
iTransformer-stage1,ETTm2,720,96,48,2,1,1,baseline,gelu_ffn_linear,0.414091557264328,gelu_ffn_linear,0.414091557264328,0.414091557264328,0.414091557264328,baseline,gelu_ffn_linear,0.0,0.0,0.0
iTransformer-stage1,ETTm2,720,96,48,2,1,1,bounded_linear,tanh_sin001_ffn_linear,0.4144042432308197,gelu_ffn_linear,0.414091557264328,0.414091557264328,0.414091557264328,baseline,gelu_ffn_linear,-0.000755113116909316,0.000755113116909316,-0.000755113116909316
