feature,train_mean_gain_vs_static,train_positive_vs_static_rate,train_regret_vs_oracle,train_action_hit_rate,outer_mode,outer_fold,selection_mode
d_ff,-5.676302739167203e-05,0.047619047619047616,0.0028790914288006502,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
scope_config_count,-5.676302739167203e-05,0.047619047619047616,0.0028790914288006502,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
d_layers,-5.676302739167203e-05,0.047619047619047616,0.0028790914288006502,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
pred_to_seq_ratio,-5.676302739167203e-05,0.047619047619047616,0.0028790914288006502,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
router_freq_spectral_entropy,-0.0003136561480373716,0.09523809523809523,0.0031299519514704876,0.6666666666666666,leave_model_scope,Informer-fullgrid,train_score
input_spectral_entropy,-0.0004920701458936594,0.19047619047619047,0.0033053373808724523,0.7142857142857143,leave_model_scope,Informer-fullgrid,train_score
d_layers,0.0018861969921644434,0.4,0.03438634038978702,0.7555555555555555,leave_model_scope,PatchTST-transfer,train_score
input_daily_cycle_energy_ratio,-0.00201832016622482,0.37777777777777777,0.03857392875821342,0.7555555555555555,leave_model_scope,PatchTST-transfer,train_score
input_dominant_frequency_energy_ratio,-0.00201832016622482,0.37777777777777777,0.03857392875821342,0.7555555555555555,leave_model_scope,PatchTST-transfer,train_score
input_jump_intensity,-0.00201832016622482,0.37777777777777777,0.03857392875821342,0.7555555555555555,leave_model_scope,PatchTST-transfer,train_score
input_turbulence_score,-0.00201832016622482,0.37777777777777777,0.03857392875821342,0.7555555555555555,leave_model_scope,PatchTST-transfer,train_score
n_heads,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
d_model,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
train_epochs,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
d_ff,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
scope_config_count,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
patch_to_seq_ratio,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
router_freq_seasonal_peak_strength,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
router_multivar_correlation_condition_number,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
router_multivar_missing_or_constant_channel_ratio,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
router_freq_harmonic_energy_ratio,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
router_timefreq_dominant_frequency_drift,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
input_spectral_entropy,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
seq_len,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
pred_to_seq_ratio,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
router_freq_spectral_entropy,-0.002161383601085713,0.35555555555555557,0.038717742684262195,0.7333333333333333,leave_model_scope,PatchTST-transfer,train_score
d_layers,0.0015939053374560196,0.3148148148148148,0.02927880167384529,0.7222222222222222,leave_model_scope,iTransformer-placeprobe,train_score
router_multivar_correlation_condition_number,-0.0011406113619837734,0.35185185185185186,0.0322430013732585,0.7777777777777778,leave_model_scope,iTransformer-placeprobe,train_score
input_daily_cycle_energy_ratio,-0.0014259020630686102,0.3148148148148148,0.032530969693294616,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
router_timefreq_dominant_frequency_drift,-0.0014259020630686102,0.3148148148148148,0.032530969693294616,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
input_spectral_entropy,-0.0014259020630686102,0.3148148148148148,0.032530969693294616,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
input_dominant_frequency_energy_ratio,-0.0014259020630686102,0.3148148148148148,0.032530969693294616,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
router_freq_harmonic_energy_ratio,-0.0014937877891676072,0.3148148148148148,0.03260033526587182,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
router_multivar_missing_or_constant_channel_ratio,-0.0016110633823717727,0.37037037037037035,0.03271260722565271,0.7592592592592593,leave_model_scope,iTransformer-placeprobe,train_score
seq_len,-0.0017199447781981365,0.35185185185185186,0.032822334789472864,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
input_jump_intensity,-0.0017199447781981365,0.35185185185185186,0.032822334789472864,0.7407407407407407,leave_model_scope,iTransformer-placeprobe,train_score
n_heads,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
d_model,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
train_epochs,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
d_ff,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
scope_config_count,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
patch_to_seq_ratio,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
pred_to_seq_ratio,-0.0017790784902524442,0.2777777777777778,0.032888303585907934,0.7037037037037037,leave_model_scope,iTransformer-placeprobe,train_score
router_freq_seasonal_peak_strength,-0.00184433261260773,0.3148148148148148,0.032949400242833736,0.6851851851851852,leave_model_scope,iTransformer-placeprobe,train_score
