feature,train_mean_gain_vs_static,train_positive_vs_static_rate,train_regret_vs_oracle,train_action_hit_rate,outer_mode,outer_fold,selection_mode
router_multivar_missing_or_constant_channel_ratio,-0.0012073280183137612,0.375,0.03080285912018119,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/48,train_score
d_layers,0.0017192447758003914,0.32142857142857145,0.028251456466406127,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_multivar_correlation_condition_number,-0.00042759301329510404,0.35714285714285715,0.03061977429119028,0.7678571428571429,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_daily_cycle_energy_ratio,-0.0005877330720422645,0.3392857142857143,0.030781893266364487,0.75,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_timefreq_dominant_frequency_drift,-0.0007026947607697678,0.32142857142857145,0.030897458028367963,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_spectral_entropy,-0.0007026947607697678,0.32142857142857145,0.030897458028367963,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_dominant_frequency_energy_ratio,-0.0007026947607697678,0.32142857142857145,0.030897458028367963,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_freq_harmonic_energy_ratio,-0.0007681559966509434,0.32142857142857145,0.030964346259067407,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_freq_seasonal_peak_strength,-0.0008191085144503429,0.3392857142857143,0.031013552016586465,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
seq_len,-0.0009862359503589552,0.35714285714285715,0.03117841722825413,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_jump_intensity,-0.0009862359503589552,0.35714285714285715,0.03117841722825413,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
n_heads,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
d_model,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
train_epochs,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
d_ff,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
scope_config_count,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
patch_to_seq_ratio,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
pred_to_seq_ratio,-0.0010432577441256072,0.2857142857142857,0.03124202999624509,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_freq_spectral_entropy,-0.0011061813621110615,0.32142857142857145,0.03130094462970926,0.6785714285714286,leave_cell,Informer-fullgrid:ETTh2/168,train_score
input_turbulence_score,-0.0011668208617669257,0.3392857142857143,0.03136084700732968,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/168,train_score
router_multivar_missing_or_constant_channel_ratio,-0.0011774398715196945,0.375,0.031368805201706575,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/168,train_score
d_layers,0.0005481259970847055,0.30357142857142855,0.02845500723064581,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_multivar_correlation_condition_number,-0.0010663747989689346,0.35714285714285715,0.030232419530464943,0.7857142857142857,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_daily_cycle_energy_ratio,-0.0012265148577160951,0.3392857142857143,0.03039453850563915,0.7678571428571429,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_timefreq_dominant_frequency_drift,-0.0013414765464435984,0.32142857142857145,0.03051010326764263,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_dominant_frequency_energy_ratio,-0.0013414765464435984,0.32142857142857145,0.03051010326764263,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
